writer_id,total_samples,n_classes,train_samples,test_samples,label_histogram
f0181_31,388,58,310,78,"{""0"": 9, ""1"": 13, ""2"": 12, ""3"": 10, ""4"": 11, ""5"": 11, ""6"": 13, ""7"": 11, ""8"": 10, ""9"": 13, ""10"": 8, ""11"": 1, ""12"": 6, ""13"": 2, ""14"": 3, ""15"": 8, ""17"": 1, ""18"": 10, ""19"": 2, ""20"": 1, ""21"": 7, ""22"": 5, ""23"": 14, ""24"": 19, ""25"": 8, ""26"": 1, ""27"": 16, ""28"": 19, ""29"": 13, ""30"": 11, ""31"": 3, ""32"": 3, ""33"": 1, ""34"": 3, ""35"": 1, ""36"": 6, ""37"": 4, ""38"": 1, ""39"": 8, ""40"": 34, ""41"": 1, ""42"": 2, ""43"": 10, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 16, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 2, ""54"": 1, ""55"": 12, ""57"": 1, ""58"": 1, ""59"": 1, ""61"": 1}"
f0182_29,241,57,193,48,"{""0"": 8, ""1"": 12, ""2"": 2, ""3"": 4, ""4"": 3, ""5"": 4, ""6"": 4, ""7"": 6, ""8"": 10, ""9"": 5, ""10"": 9, ""11"": 3, ""12"": 10, ""13"": 6, ""14"": 12, ""15"": 7, ""17"": 6, ""18"": 7, ""19"": 1, ""20"": 1, ""21"": 5, ""22"": 3, ""23"": 5, ""24"": 16, ""25"": 5, ""26"": 1, ""27"": 3, ""28"": 12, ""29"": 13, ""30"": 7, ""31"": 1, ""32"": 2, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 22, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""55"": 3, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""61"": 1}"
f0183_22,388,60,310,78,"{""0"": 11, ""1"": 11, ""2"": 10, ""3"": 11, ""4"": 12, ""5"": 7, ""6"": 10, ""7"": 9, ""8"": 12, ""9"": 11, ""10"": 2, ""11"": 2, ""12"": 7, ""13"": 1, ""14"": 1, ""15"": 8, ""16"": 1, ""17"": 1, ""18"": 11, ""19"": 2, ""20"": 1, ""21"": 2, ""22"": 8, ""23"": 2, ""24"": 20, ""25"": 6, ""26"": 1, ""27"": 1, ""28"": 21, ""29"": 5, ""30"": 11, ""31"": 3, ""32"": 3, ""33"": 1, ""34"": 2, ""35"": 1, ""36"": 11, ""37"": 4, ""38"": 1, ""39"": 11, ""40"": 35, ""41"": 1, ""42"": 2, ""43"": 6, ""44"": 2, ""46"": 1, ""47"": 25, ""48"": 1, ""49"": 14, ""51"": 1, ""52"": 2, ""53"": 20, ""54"": 1, ""55"": 16, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f0184_49,326,56,261,65,"{""0"": 9, ""1"": 10, ""2"": 8, ""3"": 13, ""4"": 12, ""5"": 7, ""6"": 10, ""7"": 12, ""8"": 10, ""9"": 9, ""10"": 10, ""11"": 4, ""12"": 10, ""13"": 4, ""14"": 8, ""15"": 6, ""16"": 1, ""17"": 5, ""18"": 5, ""19"": 1, ""20"": 1, ""21"": 5, ""22"": 8, ""23"": 15, ""24"": 15, ""25"": 5, ""26"": 1, ""27"": 10, ""28"": 21, ""29"": 21, ""30"": 9, ""31"": 5, ""32"": 3, ""33"": 1, ""34"": 4, ""35"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 8, ""41"": 1, ""42"": 1, ""43"": 2, ""46"": 1, ""47"": 16, ""48"": 1, ""49"": 1, ""50"": 1, ""52"": 1, ""54"": 1, ""55"": 4, ""56"": 1, ""57"": 1, ""59"": 1, ""60"": 2, ""61"": 1}"
f0185_23,394,62,315,79,"{""0"": 13, ""1"": 13, ""2"": 13, ""3"": 12, ""4"": 12, ""5"": 11, ""6"": 13, ""7"": 13, ""8"": 13, ""9"": 13, ""10"": 14, ""11"": 5, ""12"": 9, ""13"": 6, ""14"": 18, ""15"": 9, ""16"": 1, ""17"": 9, ""18"": 7, ""19"": 2, ""20"": 1, ""21"": 5, ""22"": 8, ""23"": 17, ""24"": 23, ""25"": 7, ""26"": 1, ""27"": 3, ""28"": 21, ""29"": 23, ""30"": 12, ""31"": 3, ""32"": 3, ""33"": 1, ""34"": 4, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 13, ""48"": 1, ""49"": 12, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 7, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f0186_14,333,57,266,67,"{""0"": 13, ""1"": 12, ""2"": 9, ""3"": 10, ""4"": 11, ""5"": 11, ""6"": 10, ""7"": 13, ""8"": 10, ""9"": 11, ""10"": 2, ""11"": 1, ""12"": 9, ""13"": 2, ""15"": 5, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 2, ""22"": 7, ""23"": 11, ""24"": 20, ""25"": 7, ""26"": 1, ""27"": 2, ""28"": 13, ""29"": 4, ""30"": 7, ""31"": 6, ""32"": 4, ""34"": 3, ""35"": 1, ""36"": 11, ""37"": 5, ""39"": 7, ""40"": 28, ""42"": 2, ""43"": 5, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 21, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 5, ""54"": 1, ""55"": 13, ""56"": 1, ""57"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f0187_18,414,61,331,83,"{""0"": 13, ""1"": 13, ""2"": 13, ""3"": 12, ""4"": 10, ""5"": 13, ""6"": 13, ""7"": 12, ""8"": 11, ""9"": 12, ""10"": 2, ""11"": 2, ""12"": 13, ""13"": 2, ""14"": 1, ""15"": 8, ""17"": 1, ""18"": 6, ""19"": 2, ""20"": 1, ""21"": 2, ""22"": 8, ""23"": 3, ""24"": 24, ""25"": 7, ""26"": 1, ""27"": 1, ""28"": 22, ""29"": 8, ""30"": 10, ""31"": 3, ""32"": 3, ""33"": 1, ""34"": 7, ""35"": 1, ""36"": 4, ""37"": 4, ""38"": 1, ""39"": 12, ""40"": 23, ""41"": 1, ""42"": 3, ""43"": 9, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 24, ""48"": 1, ""49"": 16, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 16, ""54"": 1, ""55"": 25, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f0188_36,401,55,321,80,"{""0"": 13, ""1"": 13, ""2"": 13, ""3"": 13, ""4"": 10, ""5"": 9, ""6"": 13, ""7"": 12, ""8"": 13, ""9"": 12, ""10"": 1, ""11"": 2, ""12"": 7, ""13"": 2, ""15"": 8, ""17"": 1, ""18"": 9, ""19"": 3, ""21"": 2, ""22"": 8, ""23"": 3, ""24"": 24, ""25"": 5, ""27"": 1, ""28"": 20, ""29"": 5, ""30"": 8, ""31"": 5, ""32"": 2, ""33"": 1, ""34"": 2, ""35"": 1, ""36"": 12, ""37"": 3, ""38"": 1, ""39"": 10, ""40"": 34, ""41"": 1, ""42"": 2, ""43"": 10, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 18, ""48"": 1, ""49"": 15, ""50"": 1, ""52"": 2, ""53"": 18, ""55"": 24, ""56"": 1, ""57"": 1, ""58"": 1, ""60"": 1, ""61"": 1}"
f0189_49,346,62,277,69,"{""0"": 9, ""1"": 10, ""2"": 11, ""3"": 8, ""4"": 10, ""5"": 8, ""6"": 11, ""7"": 8, ""8"": 10, ""9"": 11, ""10"": 8, ""11"": 1, ""12"": 5, ""13"": 2, ""14"": 1, ""15"": 8, ""16"": 1, ""17"": 1, ""18"": 15, ""19"": 2, ""20"": 1, ""21"": 2, ""22"": 5, ""23"": 16, ""24"": 19, ""25"": 6, ""26"": 1, ""27"": 18, ""28"": 13, ""29"": 4, ""30"": 12, ""31"": 2, ""32"": 3, ""33"": 1, ""34"": 3, ""35"": 1, ""36"": 4, ""37"": 4, ""38"": 1, ""39"": 11, ""40"": 26, ""41"": 1, ""42"": 1, ""43"": 4, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 15, ""48"": 1, ""49"": 2, ""50"": 1, ""51"": 1, ""52"": 4, ""53"": 1, ""54"": 1, ""55"": 12, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f0190_12,428,61,342,86,"{""0"": 13, ""1"": 11, ""2"": 12, ""3"": 13, ""4"": 12, ""5"": 11, ""6"": 13, ""7"": 13, ""8"": 13, ""9"": 12, ""10"": 3, ""11"": 1, ""12"": 8, ""13"": 2, ""14"": 1, ""15"": 4, ""17"": 1, ""18"": 12, ""19"": 2, ""20"": 1, ""21"": 1, ""22"": 8, ""23"": 4, ""24"": 25, ""25"": 7, ""26"": 1, ""27"": 2, ""28"": 22, ""29"": 11, ""30"": 11, ""31"": 3, ""32"": 2, ""33"": 1, ""34"": 4, ""35"": 1, ""36"": 12, ""37"": 4, ""38"": 1, ""39"": 10, ""40"": 36, ""41"": 1, ""42"": 2, ""43"": 12, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 22, ""48"": 1, ""49"": 14, ""50"": 1, ""51"": 1, ""52"": 3, ""53"": 18, ""54"": 1, ""55"": 19, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f0191_22,362,61,290,72,"{""0"": 12, ""1"": 16, ""2"": 12, ""3"": 13, ""4"": 12, ""5"": 13, ""6"": 13, ""7"": 9, ""8"": 12, ""9"": 9, ""10"": 1, ""11"": 2, ""12"": 15, ""13"": 1, ""14"": 2, ""15"": 6, ""17"": 1, ""18"": 4, ""19"": 4, ""20"": 1, ""21"": 2, ""22"": 3, ""23"": 7, ""24"": 16, ""25"": 7, ""26"": 1, ""27"": 1, ""28"": 12, ""29"": 5, ""30"": 8, ""31"": 4, ""32"": 3, ""33"": 1, ""34"": 2, ""35"": 1, ""36"": 11, ""37"": 3, ""38"": 1, ""39"": 11, ""40"": 17, ""41"": 1, ""42"": 2, ""43"": 6, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 16, ""48"": 1, ""49"": 7, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 17, ""54"": 1, ""55"": 24, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f0192_22,360,60,288,72,"{""0"": 11, ""1"": 12, ""2"": 12, ""3"": 12, ""4"": 8, ""5"": 10, ""6"": 11, ""7"": 9, ""8"": 10, ""9"": 12, ""10"": 14, ""11"": 3, ""12"": 6, ""13"": 4, ""15"": 7, ""17"": 2, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 8, ""22"": 4, ""23"": 14, ""24"": 19, ""25"": 5, ""26"": 1, ""27"": 17, ""28"": 18, ""29"": 6, ""30"": 8, ""31"": 3, ""32"": 3, ""33"": 2, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 2, ""40"": 32, ""41"": 1, ""42"": 3, ""43"": 3, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 26, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 3, ""54"": 1, ""55"": 15, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f0193_48,318,56,254,64,"{""0"": 11, ""1"": 4, ""2"": 7, ""3"": 7, ""4"": 4, ""5"": 4, ""6"": 7, ""7"": 7, ""8"": 7, ""9"": 8, ""10"": 2, ""11"": 1, ""12"": 5, ""13"": 2, ""14"": 1, ""15"": 6, ""16"": 1, ""18"": 10, ""19"": 1, ""20"": 1, ""21"": 3, ""22"": 7, ""23"": 4, ""24"": 21, ""25"": 6, ""26"": 1, ""27"": 1, ""28"": 19, ""29"": 3, ""30"": 8, ""31"": 2, ""32"": 3, ""34"": 3, ""35"": 1, ""36"": 9, ""37"": 4, ""38"": 1, ""39"": 6, ""40"": 32, ""41"": 1, ""43"": 6, ""46"": 1, ""47"": 27, ""48"": 1, ""49"": 8, ""50"": 1, ""52"": 1, ""53"": 18, ""54"": 1, ""55"": 17, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f0194_30,348,60,278,70,"{""0"": 10, ""1"": 13, ""2"": 9, ""3"": 13, ""4"": 7, ""5"": 8, ""6"": 9, ""7"": 11, ""8"": 8, ""9"": 12, ""10"": 6, ""11"": 4, ""12"": 13, ""13"": 6, ""14"": 19, ""15"": 6, ""16"": 1, ""17"": 2, ""18"": 3, ""19"": 1, ""20"": 1, ""21"": 5, ""22"": 6, ""23"": 18, ""24"": 25, ""25"": 9, ""27"": 6, ""28"": 21, ""29"": 20, ""30"": 7, ""31"": 8, ""32"": 3, ""33"": 1, ""34"": 4, ""35"": 1, ""36"": 2, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 23, ""48"": 1, ""49"": 2, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 2, ""54"": 1, ""55"": 3, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f0195_27,258,52,206,52,"{""0"": 11, ""1"": 12, ""2"": 7, ""3"": 10, ""4"": 6, ""5"": 9, ""6"": 11, ""7"": 8, ""8"": 8, ""9"": 13, ""10"": 1, ""11"": 2, ""12"": 7, ""13"": 1, ""14"": 21, ""15"": 3, ""16"": 1, ""18"": 2, ""19"": 2, ""20"": 1, ""21"": 1, ""22"": 2, ""23"": 8, ""24"": 6, ""25"": 6, ""26"": 1, ""27"": 11, ""28"": 15, ""29"": 1, ""30"": 7, ""31"": 2, ""32"": 3, ""34"": 2, ""36"": 2, ""37"": 2, ""38"": 1, ""39"": 8, ""40"": 1, ""42"": 1, ""43"": 5, ""47"": 23, ""48"": 1, ""50"": 1, ""52"": 3, ""53"": 1, ""54"": 1, ""55"": 2, ""56"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f0196_10,401,62,321,80,"{""0"": 13, ""1"": 13, ""2"": 13, ""3"": 13, ""4"": 13, ""5"": 11, ""6"": 13, ""7"": 12, ""8"": 13, ""9"": 13, ""10"": 4, ""11"": 1, ""12"": 9, ""13"": 2, ""14"": 1, ""15"": 7, ""16"": 1, ""17"": 1, ""18"": 13, ""19"": 2, ""20"": 1, ""21"": 3, ""22"": 8, ""23"": 3, ""24"": 26, ""25"": 7, ""26"": 1, ""27"": 1, ""28"": 22, ""29"": 16, ""30"": 10, ""31"": 3, ""32"": 3, ""33"": 1, ""34"": 3, ""35"": 1, ""36"": 7, ""37"": 4, ""38"": 1, ""39"": 10, ""40"": 16, ""41"": 1, ""42"": 3, ""43"": 9, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 11, ""48"": 1, ""49"": 13, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 20, ""54"": 1, ""55"": 15, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f0197_34,416,61,333,83,"{""0"": 12, ""1"": 13, ""2"": 13, ""3"": 13, ""4"": 13, ""5"": 11, ""6"": 12, ""7"": 13, ""8"": 12, ""9"": 12, ""10"": 3, ""11"": 2, ""12"": 9, ""13"": 2, ""14"": 1, ""15"": 8, ""16"": 1, ""17"": 1, ""18"": 6, ""19"": 2, ""20"": 1, ""21"": 2, ""22"": 11, ""23"": 3, ""24"": 26, ""25"": 7, ""26"": 1, ""27"": 2, ""28"": 20, ""29"": 5, ""30"": 11, ""31"": 3, ""32"": 3, ""33"": 1, ""34"": 3, ""35"": 1, ""36"": 10, ""37"": 4, ""38"": 1, ""39"": 10, ""40"": 27, ""41"": 1, ""42"": 3, ""43"": 9, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 24, ""48"": 1, ""49"": 12, ""50"": 1, ""52"": 2, ""53"": 20, ""54"": 1, ""55"": 22, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f0198_18,321,53,257,64,"{""0"": 7, ""1"": 10, ""2"": 12, ""3"": 13, ""4"": 13, ""5"": 12, ""6"": 12, ""7"": 9, ""8"": 12, ""9"": 10, ""10"": 3, ""11"": 1, ""12"": 10, ""15"": 2, ""18"": 2, ""19"": 1, ""21"": 3, ""22"": 4, ""23"": 3, ""24"": 17, ""25"": 6, ""27"": 1, ""28"": 16, ""29"": 7, ""30"": 11, ""32"": 2, ""34"": 3, ""36"": 6, ""37"": 5, ""38"": 1, ""39"": 7, ""40"": 26, ""41"": 1, ""42"": 3, ""43"": 5, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 16, ""48"": 1, ""49"": 7, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 19, ""54"": 1, ""55"": 9, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f0199_01,433,61,346,87,"{""0"": 12, ""1"": 13, ""2"": 12, ""3"": 13, ""4"": 10, ""5"": 12, ""6"": 12, ""7"": 13, ""8"": 12, ""9"": 12, ""10"": 16, ""11"": 4, ""12"": 8, ""13"": 11, ""14"": 32, ""15"": 10, ""16"": 1, ""17"": 9, ""18"": 4, ""19"": 2, ""20"": 1, ""21"": 10, ""22"": 9, ""23"": 17, ""24"": 27, ""25"": 7, ""27"": 21, ""28"": 22, ""29"": 26, ""30"": 10, ""31"": 2, ""32"": 2, ""33"": 1, ""34"": 4, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 2, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 23, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 1, ""54"": 1, ""55"": 6, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f0200_38,256,59,205,51,"{""0"": 9, ""1"": 10, ""2"": 8, ""3"": 5, ""4"": 4, ""5"": 4, ""6"": 7, ""7"": 4, ""8"": 4, ""9"": 7, ""10"": 2, ""11"": 1, ""12"": 4, ""13"": 2, ""14"": 2, ""15"": 2, ""16"": 1, ""17"": 1, ""18"": 7, ""19"": 2, ""21"": 1, ""22"": 8, ""23"": 3, ""24"": 13, ""25"": 4, ""27"": 2, ""28"": 14, ""29"": 3, ""30"": 8, ""31"": 2, ""32"": 3, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 4, ""37"": 3, ""38"": 1, ""39"": 6, ""40"": 26, ""41"": 1, ""42"": 2, ""43"": 5, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 17, ""48"": 1, ""49"": 9, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 13, ""54"": 1, ""55"": 6, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""61"": 1}"
f0201_34,342,59,274,68,"{""0"": 12, ""1"": 12, ""2"": 11, ""3"": 10, ""4"": 10, ""5"": 7, ""6"": 10, ""7"": 11, ""8"": 11, ""9"": 8, ""10"": 2, ""11"": 2, ""12"": 4, ""13"": 2, ""14"": 1, ""15"": 9, ""16"": 1, ""17"": 1, ""18"": 4, ""19"": 2, ""20"": 1, ""21"": 2, ""22"": 10, ""23"": 3, ""24"": 21, ""25"": 6, ""26"": 1, ""27"": 1, ""28"": 18, ""29"": 5, ""30"": 7, ""31"": 3, ""32"": 3, ""33"": 1, ""34"": 12, ""35"": 1, ""36"": 10, ""37"": 5, ""38"": 1, ""39"": 7, ""40"": 21, ""41"": 2, ""42"": 3, ""43"": 4, ""45"": 1, ""46"": 2, ""47"": 18, ""48"": 2, ""49"": 8, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 11, ""54"": 1, ""55"": 12, ""57"": 1, ""58"": 2, ""59"": 2, ""61"": 1}"
f0202_09,342,61,274,68,"{""0"": 12, ""1"": 12, ""2"": 10, ""3"": 9, ""4"": 10, ""5"": 11, ""6"": 9, ""7"": 12, ""8"": 12, ""9"": 12, ""10"": 10, ""11"": 2, ""12"": 6, ""13"": 4, ""14"": 1, ""15"": 7, ""16"": 1, ""17"": 1, ""18"": 13, ""19"": 2, ""20"": 1, ""21"": 7, ""22"": 8, ""23"": 14, ""24"": 21, ""25"": 5, ""26"": 1, ""27"": 19, ""28"": 18, ""29"": 2, ""30"": 11, ""31"": 2, ""32"": 1, ""33"": 1, ""34"": 2, ""35"": 1, ""36"": 1, ""37"": 3, ""38"": 1, ""39"": 9, ""40"": 12, ""41"": 1, ""42"": 2, ""43"": 4, ""44"": 1, ""46"": 1, ""47"": 11, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 13, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f0203_21,426,57,341,85,"{""0"": 12, ""1"": 12, ""2"": 13, ""3"": 12, ""4"": 12, ""5"": 12, ""6"": 13, ""7"": 13, ""8"": 12, ""9"": 12, ""10"": 1, ""11"": 2, ""12"": 8, ""13"": 2, ""14"": 1, ""15"": 9, ""17"": 1, ""18"": 11, ""19"": 1, ""20"": 1, ""21"": 9, ""22"": 8, ""23"": 3, ""24"": 27, ""25"": 6, ""27"": 1, ""28"": 22, ""29"": 5, ""30"": 11, ""31"": 1, ""32"": 3, ""33"": 1, ""34"": 3, ""35"": 1, ""36"": 14, ""37"": 4, ""38"": 1, ""39"": 10, ""40"": 36, ""41"": 1, ""42"": 2, ""43"": 11, ""44"": 1, ""46"": 1, ""47"": 14, ""48"": 1, ""49"": 14, ""51"": 1, ""52"": 2, ""53"": 20, ""54"": 1, ""55"": 26, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""61"": 1}"
f0204_21,354,62,283,71,"{""0"": 7, ""1"": 11, ""2"": 10, ""3"": 13, ""4"": 13, ""5"": 12, ""6"": 11, ""7"": 10, ""8"": 12, ""9"": 10, ""10"": 2, ""11"": 2, ""12"": 8, ""13"": 1, ""14"": 1, ""15"": 7, ""16"": 1, ""17"": 1, ""18"": 5, ""19"": 2, ""20"": 1, ""21"": 2, ""22"": 8, ""23"": 4, ""24"": 19, ""25"": 6, ""26"": 1, ""27"": 1, ""28"": 20, ""29"": 4, ""30"": 11, ""31"": 1, ""32"": 3, ""33"": 1, ""34"": 3, ""35"": 1, ""36"": 10, ""37"": 4, ""38"": 1, ""39"": 10, ""40"": 18, ""41"": 1, ""42"": 2, ""43"": 8, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 11, ""48"": 1, ""49"": 10, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 22, ""54"": 1, ""55"": 18, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f0205_15,332,50,266,66,"{""0"": 12, ""1"": 12, ""2"": 12, ""3"": 12, ""4"": 10, ""5"": 8, ""6"": 11, ""7"": 11, ""8"": 11, ""9"": 10, ""10"": 2, ""12"": 4, ""13"": 1, ""15"": 1, ""17"": 1, ""18"": 14, ""19"": 5, ""20"": 1, ""21"": 1, ""22"": 7, ""23"": 13, ""24"": 14, ""25"": 5, ""27"": 12, ""28"": 19, ""29"": 5, ""30"": 7, ""31"": 2, ""32"": 3, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 9, ""37"": 4, ""38"": 1, ""39"": 4, ""40"": 32, ""42"": 4, ""43"": 4, ""45"": 2, ""47"": 34, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""60"": 1, ""61"": 1}"
f0206_38,301,56,241,60,"{""0"": 9, ""1"": 12, ""2"": 7, ""3"": 7, ""4"": 8, ""5"": 5, ""6"": 8, ""7"": 11, ""8"": 10, ""9"": 11, ""10"": 2, ""11"": 1, ""12"": 6, ""13"": 2, ""14"": 1, ""15"": 4, ""16"": 1, ""17"": 1, ""18"": 8, ""19"": 1, ""20"": 1, ""21"": 2, ""22"": 6, ""23"": 3, ""24"": 17, ""25"": 4, ""26"": 1, ""27"": 1, ""28"": 16, ""29"": 1, ""30"": 9, ""31"": 4, ""32"": 2, ""33"": 1, ""34"": 2, ""35"": 1, ""36"": 6, ""37"": 3, ""38"": 1, ""39"": 8, ""40"": 24, ""41"": 1, ""42"": 1, ""43"": 6, ""45"": 1, ""47"": 27, ""49"": 11, ""52"": 1, ""53"": 13, ""54"": 1, ""55"": 6, ""56"": 1, ""57"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
f0207_46,391,61,313,78,"{""0"": 13, ""1"": 13, ""2"": 13, ""3"": 12, ""4"": 13, ""5"": 10, ""6"": 12, ""7"": 13, ""8"": 12, ""9"": 12, ""10"": 2, ""11"": 2, ""12"": 10, ""13"": 1, ""14"": 1, ""15"": 7, ""16"": 1, ""17"": 1, ""18"": 6, ""19"": 2, ""20"": 1, ""21"": 2, ""22"": 5, ""23"": 3, ""24"": 18, ""25"": 4, ""26"": 1, ""27"": 1, ""28"": 20, ""29"": 7, ""30"": 10, ""31"": 3, ""32"": 2, ""33"": 1, ""34"": 3, ""35"": 1, ""36"": 9, ""37"": 3, ""38"": 1, ""39"": 11, ""40"": 26, ""41"": 1, ""42"": 1, ""43"": 8, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 30, ""48"": 1, ""49"": 10, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 20, ""54"": 1, ""55"": 19, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1}"
f0208_05,413,59,330,83,"{""0"": 13, ""1"": 13, ""2"": 13, ""3"": 13, ""4"": 13, ""5"": 12, ""6"": 12, ""7"": 13, ""8"": 12, ""9"": 12, ""10"": 1, ""11"": 1, ""12"": 9, ""13"": 2, ""15"": 8, ""16"": 1, ""17"": 1, ""18"": 11, ""19"": 2, ""20"": 1, ""21"": 4, ""22"": 8, ""23"": 3, ""24"": 25, ""25"": 7, ""26"": 1, ""27"": 1, ""28"": 20, ""29"": 3, ""30"": 11, ""31"": 3, ""33"": 1, ""34"": 4, ""36"": 14, ""37"": 4, ""38"": 1, ""39"": 10, ""40"": 29, ""41"": 1, ""42"": 3, ""43"": 6, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 18, ""48"": 1, ""49"": 16, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 21, ""54"": 1, ""55"": 21, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
