client_index,writer_id,total_samples,n_classes,train_samples,test_samples,label_histogram
29,f0984_25,346,58,277,69,"{""0"": 10, ""1"": 14, ""2"": 13, ""3"": 13, ""4"": 12, ""5"": 12, ""6"": 13, ""7"": 12, ""8"": 11, ""9"": 10, ""10"": 2, ""11"": 1, ""12"": 9, ""13"": 2, ""14"": 2, ""15"": 9, ""16"": 1, ""18"": 5, ""19"": 2, ""21"": 3, ""22"": 3, ""23"": 2, ""24"": 24, ""25"": 6, ""26"": 1, ""27"": 1, ""28"": 14, ""29"": 4, ""30"": 10, ""31"": 3, ""32"": 2, ""33"": 1, ""34"": 2, ""35"": 1, ""36"": 13, ""37"": 2, ""38"": 1, ""39"": 9, ""40"": 26, ""41"": 1, ""42"": 2, ""43"": 4, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 8, ""48"": 1, ""49"": 11, ""50"": 1, ""52"": 1, ""53"": 10, ""54"": 1, ""55"": 17, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""61"": 1}"
30,f1043_42,311,50,249,62,"{""0"": 11, ""1"": 12, ""2"": 11, ""3"": 11, ""4"": 12, ""5"": 12, ""6"": 13, ""7"": 13, ""8"": 11, ""9"": 9, ""10"": 10, ""11"": 1, ""12"": 7, ""15"": 5, ""16"": 1, ""18"": 7, ""19"": 1, ""21"": 4, ""22"": 7, ""23"": 12, ""24"": 19, ""25"": 5, ""27"": 1, ""28"": 16, ""29"": 1, ""30"": 9, ""31"": 2, ""32"": 1, ""33"": 1, ""34"": 4, ""35"": 1, ""36"": 3, ""37"": 4, ""39"": 9, ""40"": 10, ""41"": 1, ""42"": 2, ""43"": 7, ""44"": 1, ""46"": 1, ""47"": 9, ""48"": 1, ""50"": 1, ""53"": 2, ""54"": 1, ""55"": 24, ""57"": 2, ""58"": 1, ""59"": 1, ""61"": 1}"
31,f1090_13,229,55,183,46,"{""0"": 7, ""1"": 9, ""2"": 3, ""3"": 4, ""4"": 6, ""5"": 4, ""6"": 6, ""7"": 10, ""8"": 7, ""9"": 6, ""10"": 1, ""11"": 1, ""12"": 6, ""13"": 1, ""14"": 1, ""15"": 3, ""16"": 1, ""17"": 1, ""18"": 4, ""20"": 1, ""21"": 2, ""22"": 4, ""23"": 1, ""24"": 13, ""25"": 4, ""26"": 1, ""27"": 1, ""28"": 9, ""29"": 4, ""30"": 7, ""32"": 3, ""33"": 1, ""34"": 3, ""35"": 1, ""36"": 3, ""37"": 4, ""39"": 3, ""40"": 25, ""41"": 1, ""42"": 1, ""43"": 9, ""44"": 1, ""46"": 1, ""47"": 4, ""49"": 8, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 11, ""54"": 1, ""55"": 13, ""56"": 1, ""58"": 1, ""60"": 2, ""61"": 1}"
32,f1115_26,297,59,238,59,"{""0"": 12, ""1"": 13, ""2"": 13, ""3"": 13, ""4"": 13, ""5"": 13, ""6"": 12, ""7"": 12, ""8"": 12, ""9"": 11, ""10"": 3, ""11"": 1, ""12"": 7, ""13"": 1, ""15"": 5, ""16"": 1, ""17"": 1, ""18"": 5, ""19"": 2, ""20"": 1, ""21"": 1, ""22"": 6, ""23"": 1, ""24"": 16, ""25"": 6, ""26"": 1, ""27"": 1, ""28"": 13, ""29"": 4, ""30"": 6, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 6, ""37"": 3, ""38"": 1, ""39"": 6, ""40"": 7, ""42"": 1, ""43"": 8, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 4, ""48"": 1, ""49"": 11, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 11, ""54"": 1, ""55"": 14, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
33,f1126_06,303,55,242,61,"{""0"": 13, ""1"": 12, ""2"": 13, ""3"": 13, ""4"": 12, ""5"": 13, ""6"": 13, ""7"": 13, ""8"": 13, ""9"": 13, ""10"": 2, ""11"": 2, ""12"": 8, ""13"": 2, ""14"": 1, ""15"": 6, ""16"": 1, ""17"": 1, ""18"": 2, ""19"": 2, ""20"": 1, ""21"": 2, ""22"": 7, ""23"": 2, ""24"": 22, ""25"": 5, ""27"": 1, ""28"": 8, ""29"": 4, ""30"": 2, ""31"": 2, ""32"": 3, ""33"": 1, ""34"": 3, ""36"": 5, ""37"": 4, ""38"": 1, ""39"": 10, ""40"": 7, ""41"": 1, ""42"": 1, ""43"": 4, ""44"": 1, ""46"": 1, ""47"": 5, ""48"": 1, ""49"": 11, ""50"": 2, ""52"": 1, ""53"": 13, ""55"": 13, ""56"": 1, ""57"": 1, ""59"": 1, ""61"": 1}"
34,f1157_43,285,60,228,57,"{""0"": 10, ""1"": 13, ""2"": 13, ""3"": 12, ""4"": 13, ""5"": 5, ""6"": 11, ""7"": 10, ""8"": 9, ""9"": 13, ""10"": 14, ""11"": 3, ""12"": 5, ""13"": 11, ""14"": 1, ""15"": 6, ""16"": 1, ""17"": 1, ""18"": 2, ""19"": 1, ""20"": 1, ""21"": 8, ""22"": 2, ""23"": 14, ""24"": 23, ""25"": 4, ""26"": 1, ""27"": 1, ""28"": 19, ""29"": 20, ""30"": 6, ""31"": 2, ""32"": 2, ""33"": 1, ""34"": 2, ""35"": 1, ""36"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
35,f1296_02,227,58,182,45,"{""0"": 7, ""1"": 10, ""2"": 8, ""3"": 11, ""4"": 7, ""5"": 9, ""6"": 9, ""7"": 12, ""8"": 9, ""9"": 8, ""10"": 2, ""11"": 2, ""12"": 4, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 4, ""19"": 1, ""21"": 1, ""22"": 4, ""23"": 1, ""24"": 8, ""25"": 3, ""26"": 1, ""27"": 1, ""28"": 10, ""29"": 1, ""30"": 8, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 2, ""35"": 1, ""36"": 9, ""37"": 3, ""38"": 1, ""39"": 4, ""40"": 7, ""41"": 1, ""42"": 2, ""43"": 4, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 5, ""49"": 9, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 9, ""54"": 1, ""55"": 10, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1}"
36,f1306_03,213,53,170,43,"{""0"": 10, ""1"": 10, ""2"": 9, ""3"": 6, ""4"": 6, ""5"": 4, ""6"": 8, ""7"": 6, ""8"": 10, ""9"": 8, ""10"": 1, ""11"": 2, ""12"": 4, ""14"": 1, ""15"": 1, ""17"": 1, ""18"": 4, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 5, ""23"": 2, ""24"": 14, ""25"": 2, ""27"": 1, ""28"": 8, ""29"": 2, ""30"": 8, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 7, ""37"": 4, ""38"": 1, ""39"": 4, ""40"": 13, ""42"": 1, ""43"": 3, ""45"": 1, ""46"": 1, ""47"": 5, ""48"": 1, ""49"": 10, ""50"": 1, ""52"": 1, ""53"": 8, ""55"": 7, ""56"": 1, ""58"": 1, ""59"": 1, ""61"": 1}"
37,f1367_00,222,58,178,44,"{""0"": 12, ""1"": 13, ""2"": 9, ""3"": 13, ""4"": 9, ""5"": 9, ""6"": 8, ""7"": 11, ""8"": 9, ""9"": 10, ""10"": 1, ""11"": 2, ""12"": 3, ""13"": 1, ""14"": 1, ""15"": 3, ""17"": 1, ""18"": 4, ""19"": 2, ""21"": 3, ""22"": 3, ""23"": 4, ""24"": 9, ""25"": 3, ""26"": 1, ""27"": 1, ""28"": 7, ""29"": 5, ""30"": 6, ""31"": 2, ""32"": 1, ""34"": 1, ""35"": 1, ""36"": 2, ""37"": 3, ""38"": 1, ""39"": 3, ""40"": 11, ""41"": 1, ""43"": 3, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 4, ""48"": 1, ""49"": 3, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 4, ""54"": 1, ""55"": 4, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
38,f1405_35,274,41,219,55,"{""0"": 11, ""1"": 12, ""2"": 10, ""3"": 11, ""4"": 8, ""5"": 9, ""6"": 12, ""7"": 11, ""8"": 10, ""9"": 11, ""10"": 1, ""11"": 2, ""12"": 6, ""13"": 1, ""15"": 5, ""16"": 1, ""17"": 1, ""18"": 3, ""21"": 1, ""22"": 3, ""23"": 4, ""24"": 11, ""25"": 3, ""26"": 1, ""27"": 1, ""28"": 18, ""30"": 6, ""31"": 1, ""32"": 3, ""34"": 2, ""35"": 1, ""36"": 10, ""37"": 2, ""39"": 7, ""40"": 31, ""43"": 5, ""47"": 6, ""49"": 1, ""52"": 1, ""53"": 13, ""55"": 18}"
39,f1427_16,343,53,274,69,"{""0"": 11, ""1"": 14, ""2"": 12, ""3"": 11, ""4"": 13, ""5"": 13, ""6"": 11, ""7"": 13, ""8"": 10, ""9"": 12, ""10"": 2, ""11"": 1, ""12"": 5, ""13"": 2, ""15"": 8, ""16"": 1, ""17"": 1, ""18"": 9, ""19"": 2, ""20"": 1, ""21"": 1, ""22"": 7, ""23"": 2, ""24"": 19, ""25"": 6, ""27"": 1, ""28"": 17, ""29"": 3, ""30"": 8, ""31"": 4, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 8, ""37"": 4, ""38"": 1, ""39"": 10, ""40"": 21, ""43"": 9, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 6, ""48"": 1, ""49"": 15, ""50"": 1, ""53"": 16, ""55"": 20, ""57"": 1, ""58"": 1, ""59"": 1, ""61"": 1}"
40,f1453_47,307,59,246,61,"{""0"": 13, ""1"": 12, ""2"": 13, ""3"": 11, ""4"": 13, ""5"": 11, ""6"": 13, ""7"": 12, ""8"": 12, ""9"": 12, ""10"": 2, ""11"": 2, ""12"": 7, ""13"": 2, ""14"": 1, ""15"": 9, ""16"": 1, ""18"": 4, ""19"": 2, ""20"": 1, ""21"": 1, ""22"": 8, ""23"": 2, ""24"": 21, ""25"": 6, ""26"": 1, ""28"": 14, ""29"": 3, ""30"": 7, ""31"": 1, ""32"": 3, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 8, ""37"": 3, ""38"": 1, ""39"": 9, ""40"": 13, ""41"": 1, ""42"": 3, ""43"": 2, ""44"": 1, ""46"": 1, ""47"": 5, ""48"": 1, ""49"": 12, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 6, ""54"": 1, ""55"": 8, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
41,f1484_21,295,56,236,59,"{""0"": 11, ""1"": 12, ""2"": 10, ""3"": 12, ""4"": 10, ""5"": 7, ""6"": 8, ""7"": 9, ""8"": 11, ""9"": 10, ""10"": 2, ""11"": 2, ""12"": 4, ""13"": 1, ""14"": 1, ""15"": 1, ""18"": 4, ""19"": 2, ""20"": 1, ""21"": 2, ""22"": 7, ""23"": 1, ""24"": 17, ""25"": 5, ""26"": 1, ""28"": 16, ""29"": 5, ""30"": 11, ""31"": 1, ""32"": 2, ""33"": 1, ""34"": 4, ""35"": 1, ""36"": 8, ""37"": 4, ""38"": 1, ""39"": 7, ""40"": 19, ""42"": 3, ""43"": 5, ""44"": 1, ""46"": 1, ""47"": 8, ""48"": 1, ""49"": 11, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 6, ""54"": 1, ""55"": 19, ""56"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
42,f1516_46,155,47,124,31,"{""0"": 13, ""1"": 10, ""2"": 11, ""3"": 13, ""4"": 13, ""5"": 10, ""6"": 9, ""7"": 12, ""8"": 13, ""9"": 11, ""10"": 1, ""11"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""18"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 2, ""37"": 1, ""38"": 2, ""43"": 1, ""44"": 2, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""58"": 1, ""59"": 1, ""61"": 1}"
43,f1564_43,155,58,124,31,"{""0"": 12, ""1"": 13, ""2"": 12, ""3"": 12, ""4"": 10, ""5"": 7, ""6"": 10, ""7"": 11, ""8"": 9, ""9"": 11, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1}"
44,f1566_38,168,56,134,34,"{""0"": 11, ""1"": 13, ""2"": 12, ""3"": 11, ""4"": 13, ""5"": 12, ""6"": 13, ""7"": 13, ""8"": 13, ""9"": 11, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""30"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
45,f1603_40,142,30,114,28,"{""0"": 12, ""1"": 13, ""2"": 12, ""3"": 13, ""4"": 13, ""5"": 12, ""6"": 13, ""7"": 12, ""8"": 11, ""9"": 11, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""25"": 1, ""27"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""35"": 1}"
46,f1627_25,173,56,138,35,"{""0"": 13, ""1"": 13, ""2"": 13, ""3"": 13, ""4"": 12, ""5"": 13, ""6"": 13, ""7"": 13, ""8"": 12, ""9"": 12, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""28"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""50"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""61"": 1}"
47,f1689_07,173,62,138,35,"{""0"": 12, ""1"": 12, ""2"": 10, ""3"": 13, ""4"": 12, ""5"": 12, ""6"": 11, ""7"": 13, ""8"": 13, ""9"": 13, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
48,f1704_29,175,59,140,35,"{""0"": 13, ""1"": 13, ""2"": 11, ""3"": 13, ""4"": 12, ""5"": 13, ""6"": 13, ""7"": 12, ""8"": 13, ""9"": 13, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""61"": 1}"
49,f1796_21,149,49,119,30,"{""0"": 11, ""1"": 9, ""2"": 12, ""3"": 10, ""4"": 13, ""5"": 10, ""6"": 12, ""7"": 10, ""8"": 11, ""9"": 12, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""38"": 1, ""43"": 1, ""44"": 1, ""48"": 1, ""50"": 1, ""51"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1}"
50,f1813_25,150,57,120,30,"{""0"": 11, ""1"": 10, ""2"": 10, ""3"": 9, ""4"": 10, ""5"": 8, ""6"": 12, ""7"": 11, ""8"": 11, ""9"": 11, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
51,f1830_16,161,53,129,32,"{""0"": 13, ""1"": 13, ""2"": 10, ""3"": 10, ""4"": 9, ""5"": 12, ""6"": 13, ""7"": 13, ""8"": 13, ""9"": 12, ""10"": 1, ""11"": 1, ""12"": 1, ""14"": 1, ""15"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""24"": 1, ""25"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
52,f1838_49,149,50,119,30,"{""0"": 8, ""1"": 13, ""2"": 12, ""3"": 11, ""4"": 11, ""5"": 10, ""6"": 10, ""7"": 11, ""8"": 12, ""9"": 10, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""18"": 2, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""24"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""33"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""52"": 1, ""54"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
53,f1868_06,130,50,104,26,"{""0"": 13, ""1"": 9, ""2"": 8, ""3"": 7, ""4"": 7, ""5"": 9, ""6"": 9, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 1, ""12"": 1, ""13"": 1, ""15"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""42"": 1, ""43"": 1, ""44"": 3, ""47"": 2, ""48"": 1, ""50"": 1, ""51"": 2, ""52"": 1, ""53"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""61"": 1}"
54,f1920_09,163,60,130,33,"{""0"": 10, ""1"": 13, ""2"": 11, ""3"": 11, ""4"": 12, ""5"": 9, ""6"": 12, ""7"": 12, ""8"": 11, ""9"": 12, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""39"": 1, ""40"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
55,f1930_02,177,59,142,35,"{""0"": 13, ""1"": 13, ""2"": 12, ""3"": 13, ""4"": 13, ""5"": 13, ""6"": 12, ""7"": 13, ""8"": 12, ""9"": 13, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 2, ""19"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
56,f2043_25,133,54,106,27,"{""0"": 9, ""1"": 11, ""2"": 10, ""3"": 10, ""4"": 7, ""5"": 7, ""6"": 11, ""7"": 8, ""8"": 7, ""9"": 8, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""19"": 1, ""20"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""28"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""58"": 1, ""59"": 1, ""61"": 2}"
57,f2050_45,158,52,126,32,"{""0"": 12, ""1"": 13, ""2"": 11, ""3"": 12, ""4"": 9, ""5"": 10, ""6"": 13, ""7"": 12, ""8"": 13, ""9"": 11, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""16"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""48"": 1, ""49"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
58,f2081_42,158,51,126,32,"{""0"": 11, ""1"": 13, ""2"": 10, ""3"": 12, ""4"": 13, ""5"": 11, ""6"": 11, ""7"": 12, ""8"": 12, ""9"": 12, ""11"": 1, ""13"": 1, ""14"": 1, ""17"": 1, ""18"": 1, ""20"": 1, ""21"": 1, ""23"": 1, ""24"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""42"": 1, ""43"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
59,f2102_52,164,50,131,33,"{""0"": 10, ""1"": 13, ""2"": 12, ""3"": 12, ""4"": 13, ""5"": 11, ""6"": 12, ""7"": 13, ""8"": 12, ""9"": 13, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""23"": 1, ""26"": 1, ""27"": 1, ""30"": 1, ""31"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""41"": 1, ""43"": 1, ""44"": 1, ""46"": 1, ""47"": 2, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 1, ""55"": 1, ""56"": 2, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
