client_index,writer_id,total_samples,n_classes,train_samples,test_samples,label_histogram
28,f0834_03,397,56,318,79,"{""0"": 13, ""1"": 13, ""2"": 13, ""3"": 13, ""4"": 11, ""5"": 10, ""6"": 11, ""7"": 13, ""8"": 13, ""9"": 13, ""10"": 2, ""11"": 2, ""12"": 8, ""13"": 1, ""14"": 1, ""15"": 8, ""16"": 1, ""18"": 16, ""19"": 3, ""20"": 1, ""21"": 1, ""22"": 6, ""23"": 2, ""24"": 22, ""25"": 6, ""27"": 1, ""28"": 20, ""29"": 5, ""30"": 10, ""31"": 4, ""32"": 3, ""33"": 1, ""34"": 16, ""36"": 11, ""37"": 3, ""38"": 1, ""39"": 9, ""40"": 33, ""41"": 1, ""43"": 11, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 12, ""48"": 1, ""49"": 14, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 2, ""54"": 1, ""55"": 23, ""56"": 2, ""57"": 1, ""59"": 1, ""60"": 1}"
29,f0882_28,256,55,205,51,"{""0"": 11, ""1"": 11, ""2"": 13, ""3"": 10, ""4"": 14, ""5"": 10, ""6"": 10, ""7"": 10, ""8"": 7, ""9"": 9, ""10"": 3, ""11"": 2, ""12"": 8, ""13"": 1, ""14"": 1, ""15"": 7, ""17"": 2, ""18"": 11, ""19"": 1, ""21"": 1, ""22"": 2, ""23"": 8, ""24"": 9, ""25"": 5, ""26"": 1, ""27"": 1, ""28"": 11, ""29"": 5, ""30"": 7, ""31"": 4, ""32"": 1, ""33"": 1, ""34"": 2, ""35"": 1, ""36"": 4, ""37"": 2, ""38"": 1, ""39"": 4, ""40"": 8, ""41"": 1, ""42"": 4, ""43"": 1, ""44"": 1, ""47"": 15, ""48"": 1, ""51"": 1, ""52"": 1, ""53"": 2, ""54"": 1, ""55"": 4, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1}"
30,f0904_04,305,58,244,61,"{""0"": 12, ""1"": 9, ""2"": 12, ""3"": 12, ""4"": 9, ""5"": 9, ""6"": 10, ""7"": 11, ""8"": 10, ""9"": 9, ""10"": 1, ""11"": 2, ""12"": 7, ""13"": 2, ""14"": 1, ""15"": 6, ""16"": 1, ""17"": 1, ""18"": 13, ""19"": 2, ""20"": 1, ""21"": 1, ""22"": 7, ""23"": 2, ""24"": 18, ""25"": 6, ""26"": 1, ""27"": 1, ""28"": 14, ""29"": 3, ""30"": 10, ""31"": 4, ""32"": 2, ""33"": 1, ""34"": 3, ""35"": 1, ""36"": 5, ""37"": 4, ""39"": 7, ""40"": 7, ""42"": 2, ""43"": 6, ""44"": 1, ""46"": 1, ""47"": 10, ""48"": 1, ""49"": 15, ""51"": 1, ""52"": 1, ""53"": 11, ""54"": 1, ""55"": 12, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
31,f0955_30,355,60,284,71,"{""0"": 10, ""1"": 13, ""2"": 8, ""3"": 11, ""4"": 10, ""5"": 7, ""6"": 6, ""7"": 10, ""8"": 10, ""9"": 11, ""10"": 2, ""11"": 1, ""12"": 6, ""13"": 2, ""14"": 1, ""15"": 6, ""16"": 1, ""17"": 1, ""18"": 11, ""19"": 2, ""20"": 1, ""21"": 3, ""22"": 6, ""23"": 1, ""24"": 24, ""25"": 8, ""26"": 1, ""27"": 1, ""28"": 19, ""29"": 4, ""30"": 10, ""31"": 1, ""32"": 3, ""33"": 1, ""34"": 9, ""35"": 1, ""37"": 4, ""39"": 9, ""40"": 38, ""41"": 1, ""42"": 3, ""43"": 6, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 8, ""48"": 1, ""49"": 15, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 15, ""54"": 1, ""55"": 18, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 2, ""61"": 1}"
32,f0965_28,317,57,254,63,"{""0"": 10, ""1"": 12, ""2"": 10, ""3"": 11, ""4"": 9, ""5"": 8, ""6"": 10, ""7"": 10, ""8"": 10, ""9"": 7, ""10"": 1, ""11"": 1, ""12"": 6, ""13"": 1, ""15"": 2, ""16"": 1, ""18"": 6, ""19"": 2, ""20"": 1, ""21"": 1, ""22"": 6, ""23"": 3, ""24"": 14, ""25"": 6, ""26"": 1, ""28"": 19, ""29"": 3, ""30"": 12, ""31"": 2, ""32"": 3, ""33"": 1, ""34"": 4, ""36"": 8, ""37"": 4, ""38"": 1, ""39"": 11, ""40"": 17, ""41"": 1, ""42"": 3, ""43"": 7, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 10, ""48"": 1, ""49"": 14, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 16, ""54"": 1, ""55"": 18, ""56"": 1, ""57"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
33,f0969_31,125,30,100,25,"{""0"": 4, ""1"": 7, ""2"": 3, ""3"": 5, ""4"": 5, ""5"": 3, ""6"": 5, ""7"": 4, ""8"": 4, ""9"": 5, ""10"": 1, ""12"": 4, ""15"": 1, ""18"": 4, ""24"": 11, ""25"": 2, ""28"": 6, ""29"": 3, ""30"": 1, ""32"": 1, ""34"": 1, ""36"": 6, ""37"": 1, ""39"": 3, ""40"": 11, ""43"": 2, ""47"": 7, ""49"": 4, ""53"": 1, ""55"": 10}"
34,f0989_33,398,62,318,80,"{""0"": 13, ""1"": 11, ""2"": 9, ""3"": 11, ""4"": 9, ""5"": 8, ""6"": 11, ""7"": 11, ""8"": 12, ""9"": 12, ""10"": 2, ""11"": 2, ""12"": 8, ""13"": 2, ""14"": 1, ""15"": 10, ""16"": 1, ""17"": 1, ""18"": 3, ""19"": 2, ""20"": 1, ""21"": 2, ""22"": 8, ""23"": 3, ""24"": 25, ""25"": 7, ""26"": 1, ""27"": 1, ""28"": 22, ""29"": 3, ""30"": 7, ""31"": 5, ""32"": 3, ""33"": 1, ""34"": 2, ""35"": 1, ""36"": 13, ""37"": 4, ""38"": 1, ""39"": 11, ""40"": 40, ""41"": 1, ""42"": 3, ""43"": 9, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 9, ""48"": 1, ""49"": 16, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 21, ""54"": 1, ""55"": 24, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
35,f1021_16,276,59,221,55,"{""0"": 5, ""1"": 12, ""2"": 10, ""3"": 8, ""4"": 7, ""5"": 1, ""6"": 9, ""7"": 10, ""8"": 11, ""9"": 8, ""10"": 3, ""11"": 1, ""12"": 6, ""13"": 2, ""14"": 1, ""15"": 8, ""16"": 1, ""17"": 1, ""18"": 3, ""19"": 1, ""20"": 1, ""21"": 3, ""22"": 4, ""23"": 5, ""24"": 23, ""25"": 6, ""26"": 1, ""27"": 1, ""28"": 15, ""29"": 19, ""30"": 4, ""31"": 1, ""32"": 3, ""33"": 1, ""34"": 4, ""35"": 1, ""36"": 3, ""37"": 3, ""38"": 2, ""39"": 8, ""40"": 16, ""42"": 1, ""43"": 5, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 2, ""48"": 1, ""49"": 5, ""51"": 1, ""52"": 1, ""53"": 15, ""54"": 1, ""55"": 4, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""61"": 1}"
36,f1026_41,204,55,163,41,"{""0"": 11, ""1"": 11, ""2"": 10, ""3"": 7, ""4"": 9, ""5"": 3, ""6"": 7, ""7"": 12, ""8"": 5, ""9"": 8, ""10"": 2, ""11"": 1, ""12"": 4, ""13"": 2, ""14"": 1, ""15"": 2, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 2, ""23"": 2, ""24"": 13, ""25"": 3, ""26"": 1, ""27"": 1, ""28"": 11, ""29"": 5, ""30"": 4, ""31"": 1, ""32"": 2, ""33"": 1, ""34"": 3, ""35"": 1, ""36"": 8, ""38"": 1, ""39"": 1, ""40"": 9, ""42"": 1, ""43"": 1, ""44"": 1, ""46"": 1, ""47"": 5, ""48"": 1, ""49"": 1, ""52"": 1, ""53"": 4, ""54"": 1, ""55"": 13, ""57"": 1, ""58"": 1, ""59"": 1, ""61"": 1}"
37,f1090_13,229,55,183,46,"{""0"": 7, ""1"": 9, ""2"": 3, ""3"": 4, ""4"": 6, ""5"": 4, ""6"": 6, ""7"": 10, ""8"": 7, ""9"": 6, ""10"": 1, ""11"": 1, ""12"": 6, ""13"": 1, ""14"": 1, ""15"": 3, ""16"": 1, ""17"": 1, ""18"": 4, ""20"": 1, ""21"": 2, ""22"": 4, ""23"": 1, ""24"": 13, ""25"": 4, ""26"": 1, ""27"": 1, ""28"": 9, ""29"": 4, ""30"": 7, ""32"": 3, ""33"": 1, ""34"": 3, ""35"": 1, ""36"": 3, ""37"": 4, ""39"": 3, ""40"": 25, ""41"": 1, ""42"": 1, ""43"": 9, ""44"": 1, ""46"": 1, ""47"": 4, ""49"": 8, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 11, ""54"": 1, ""55"": 13, ""56"": 1, ""58"": 1, ""60"": 2, ""61"": 1}"
38,f1125_41,343,58,274,69,"{""0"": 11, ""1"": 13, ""2"": 12, ""3"": 11, ""4"": 13, ""5"": 12, ""6"": 13, ""7"": 11, ""8"": 12, ""9"": 11, ""10"": 13, ""11"": 2, ""12"": 7, ""13"": 2, ""15"": 10, ""16"": 1, ""18"": 8, ""19"": 2, ""20"": 1, ""21"": 1, ""22"": 8, ""23"": 14, ""24"": 25, ""25"": 7, ""26"": 1, ""27"": 1, ""28"": 20, ""29"": 6, ""30"": 10, ""31"": 3, ""32"": 2, ""33"": 1, ""34"": 3, ""35"": 1, ""36"": 1, ""37"": 3, ""39"": 10, ""40"": 1, ""41"": 1, ""42"": 2, ""43"": 9, ""45"": 1, ""46"": 1, ""47"": 7, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 1, ""54"": 1, ""55"": 25, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
39,f1190_46,267,58,214,53,"{""0"": 8, ""1"": 12, ""2"": 11, ""3"": 8, ""4"": 12, ""5"": 7, ""6"": 8, ""7"": 9, ""8"": 10, ""9"": 10, ""10"": 13, ""11"": 2, ""12"": 6, ""13"": 1, ""14"": 1, ""15"": 1, ""18"": 3, ""19"": 2, ""20"": 1, ""21"": 1, ""22"": 3, ""23"": 12, ""24"": 17, ""25"": 4, ""26"": 1, ""27"": 1, ""28"": 17, ""29"": 3, ""30"": 10, ""31"": 3, ""33"": 1, ""34"": 2, ""35"": 1, ""36"": 1, ""37"": 4, ""38"": 1, ""39"": 9, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 6, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 9, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 1, ""55"": 17, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
40,f1217_02,304,53,243,61,"{""0"": 12, ""1"": 13, ""2"": 9, ""3"": 8, ""4"": 8, ""5"": 6, ""6"": 8, ""7"": 11, ""8"": 9, ""9"": 10, ""10"": 1, ""11"": 2, ""12"": 7, ""14"": 1, ""15"": 6, ""16"": 1, ""18"": 5, ""19"": 1, ""21"": 1, ""22"": 8, ""23"": 1, ""24"": 22, ""25"": 4, ""26"": 1, ""28"": 17, ""29"": 3, ""30"": 9, ""31"": 1, ""32"": 3, ""33"": 1, ""34"": 3, ""36"": 7, ""37"": 2, ""38"": 1, ""39"": 1, ""40"": 28, ""42"": 1, ""43"": 6, ""44"": 1, ""45"": 1, ""47"": 8, ""48"": 1, ""49"": 13, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 14, ""54"": 1, ""55"": 20, ""56"": 1, ""57"": 1, ""58"": 1, ""60"": 1}"
41,f1311_39,298,60,238,60,"{""0"": 12, ""1"": 13, ""2"": 12, ""3"": 12, ""4"": 13, ""5"": 13, ""6"": 13, ""7"": 13, ""8"": 13, ""9"": 11, ""10"": 2, ""11"": 2, ""12"": 7, ""13"": 2, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 6, ""19"": 2, ""20"": 1, ""21"": 1, ""22"": 5, ""23"": 1, ""24"": 15, ""25"": 6, ""26"": 1, ""27"": 1, ""28"": 13, ""29"": 4, ""30"": 9, ""31"": 1, ""32"": 2, ""33"": 1, ""34"": 2, ""35"": 1, ""36"": 10, ""37"": 3, ""38"": 1, ""39"": 2, ""40"": 12, ""41"": 1, ""42"": 2, ""43"": 7, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 4, ""48"": 1, ""49"": 8, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 11, ""54"": 1, ""55"": 11, ""56"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
42,f1354_22,336,58,269,67,"{""0"": 12, ""1"": 12, ""2"": 6, ""3"": 9, ""4"": 11, ""5"": 9, ""6"": 11, ""7"": 10, ""8"": 11, ""9"": 12, ""10"": 2, ""11"": 1, ""12"": 6, ""13"": 2, ""14"": 1, ""15"": 5, ""16"": 1, ""17"": 1, ""18"": 9, ""19"": 1, ""21"": 2, ""22"": 7, ""23"": 3, ""24"": 15, ""25"": 4, ""26"": 1, ""27"": 1, ""28"": 17, ""29"": 13, ""30"": 10, ""31"": 3, ""32"": 3, ""33"": 1, ""34"": 3, ""35"": 1, ""36"": 11, ""37"": 3, ""38"": 1, ""39"": 7, ""40"": 27, ""41"": 1, ""42"": 2, ""43"": 8, ""45"": 1, ""46"": 1, ""47"": 8, ""48"": 1, ""49"": 14, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 17, ""54"": 1, ""55"": 9, ""56"": 2, ""57"": 1, ""60"": 1, ""61"": 1}"
43,f1399_06,202,50,162,40,"{""0"": 8, ""1"": 13, ""2"": 9, ""3"": 11, ""4"": 10, ""5"": 9, ""6"": 12, ""7"": 10, ""8"": 10, ""9"": 9, ""10"": 10, ""11"": 1, ""12"": 2, ""13"": 2, ""15"": 1, ""17"": 1, ""18"": 3, ""20"": 1, ""22"": 4, ""23"": 10, ""24"": 11, ""25"": 2, ""27"": 1, ""28"": 10, ""29"": 7, ""30"": 7, ""31"": 1, ""32"": 1, ""34"": 1, ""36"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""48"": 1, ""49"": 2, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 4, ""56"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
44,f1431_47,283,51,226,57,"{""0"": 13, ""1"": 12, ""2"": 12, ""3"": 13, ""4"": 9, ""5"": 11, ""6"": 11, ""7"": 13, ""8"": 12, ""9"": 11, ""10"": 1, ""11"": 1, ""12"": 6, ""13"": 1, ""15"": 5, ""18"": 3, ""19"": 1, ""21"": 1, ""22"": 3, ""23"": 1, ""24"": 15, ""25"": 5, ""28"": 18, ""29"": 4, ""30"": 7, ""34"": 1, ""36"": 7, ""37"": 4, ""38"": 1, ""39"": 7, ""40"": 17, ""41"": 1, ""42"": 1, ""43"": 7, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 5, ""48"": 1, ""49"": 4, ""50"": 1, ""52"": 1, ""53"": 11, ""54"": 1, ""55"": 15, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
45,f1443_09,338,59,270,68,"{""0"": 13, ""1"": 13, ""2"": 10, ""3"": 11, ""4"": 12, ""5"": 9, ""6"": 11, ""7"": 12, ""8"": 13, ""9"": 11, ""10"": 2, ""11"": 2, ""12"": 5, ""13"": 2, ""14"": 1, ""15"": 6, ""16"": 1, ""17"": 1, ""18"": 3, ""19"": 2, ""20"": 1, ""21"": 2, ""22"": 7, ""23"": 2, ""24"": 19, ""25"": 6, ""26"": 1, ""27"": 1, ""28"": 15, ""29"": 3, ""30"": 9, ""31"": 3, ""32"": 2, ""33"": 1, ""34"": 3, ""35"": 1, ""36"": 12, ""37"": 4, ""38"": 1, ""39"": 8, ""40"": 29, ""41"": 1, ""42"": 1, ""43"": 7, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 7, ""48"": 1, ""49"": 13, ""50"": 1, ""52"": 2, ""53"": 9, ""55"": 18, ""56"": 1, ""57"": 1, ""58"": 1, ""60"": 1, ""61"": 1}"
46,f1446_25,280,58,224,56,"{""0"": 10, ""1"": 11, ""2"": 8, ""3"": 9, ""4"": 9, ""5"": 7, ""6"": 12, ""7"": 12, ""8"": 8, ""9"": 11, ""10"": 2, ""11"": 1, ""12"": 6, ""13"": 1, ""14"": 1, ""15"": 5, ""16"": 1, ""17"": 1, ""18"": 5, ""19"": 1, ""20"": 1, ""21"": 7, ""22"": 3, ""23"": 2, ""24"": 21, ""25"": 6, ""26"": 1, ""28"": 11, ""29"": 13, ""30"": 10, ""31"": 3, ""32"": 1, ""34"": 3, ""35"": 1, ""36"": 1, ""37"": 4, ""38"": 1, ""39"": 4, ""40"": 17, ""41"": 1, ""42"": 1, ""43"": 5, ""44"": 1, ""45"": 2, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 5, ""50"": 1, ""52"": 1, ""53"": 17, ""54"": 1, ""55"": 6, ""56"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
47,f1472_37,386,57,309,77,"{""0"": 13, ""1"": 13, ""2"": 13, ""3"": 13, ""4"": 12, ""5"": 11, ""6"": 11, ""7"": 11, ""8"": 11, ""9"": 10, ""10"": 2, ""11"": 1, ""12"": 8, ""13"": 2, ""15"": 9, ""16"": 1, ""17"": 1, ""18"": 10, ""19"": 1, ""20"": 1, ""21"": 2, ""22"": 8, ""23"": 2, ""24"": 25, ""25"": 6, ""28"": 21, ""29"": 5, ""30"": 10, ""31"": 3, ""32"": 3, ""34"": 4, ""35"": 1, ""36"": 13, ""37"": 3, ""38"": 1, ""39"": 11, ""40"": 22, ""41"": 1, ""42"": 3, ""43"": 10, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 9, ""48"": 1, ""49"": 11, ""50"": 1, ""52"": 1, ""53"": 19, ""54"": 1, ""55"": 26, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
48,f1545_40,142,50,114,28,"{""0"": 12, ""1"": 11, ""2"": 10, ""3"": 10, ""4"": 13, ""5"": 9, ""6"": 11, ""7"": 9, ""8"": 8, ""9"": 9, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""19"": 1, ""21"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""33"": 1, ""35"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
49,f1558_21,147,48,118,29,"{""0"": 12, ""1"": 11, ""2"": 10, ""3"": 13, ""4"": 11, ""5"": 7, ""6"": 11, ""7"": 10, ""8"": 11, ""9"": 11, ""11"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""18"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""29"": 1, ""30"": 1, ""33"": 1, ""34"": 2, ""35"": 1, ""37"": 1, ""38"": 1, ""40"": 1, ""41"": 1, ""42"": 2, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""61"": 1}"
50,f1594_09,137,51,110,27,"{""0"": 13, ""1"": 12, ""2"": 9, ""3"": 11, ""4"": 7, ""5"": 4, ""6"": 7, ""7"": 12, ""8"": 10, ""9"": 9, ""10"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""27"": 1, ""28"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 2, ""43"": 1, ""44"": 1, ""45"": 1, ""47"": 2, ""48"": 1, ""49"": 1, ""50"": 1, ""53"": 1, ""54"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
51,f1658_04,159,49,127,32,"{""0"": 13, ""1"": 13, ""2"": 12, ""3"": 13, ""4"": 13, ""5"": 10, ""6"": 11, ""7"": 12, ""8"": 10, ""9"": 11, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 2, ""19"": 1, ""20"": 1, ""21"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""30"": 1, ""32"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""43"": 1, ""44"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 2, ""50"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1}"
52,f1701_10,157,59,126,31,"{""0"": 12, ""1"": 13, ""2"": 10, ""3"": 11, ""4"": 10, ""5"": 12, ""6"": 11, ""7"": 10, ""8"": 9, ""9"": 10, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
53,f1741_16,160,55,128,32,"{""0"": 13, ""1"": 10, ""2"": 12, ""3"": 11, ""4"": 12, ""5"": 11, ""6"": 12, ""7"": 12, ""8"": 11, ""9"": 11, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""49"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
54,f1752_29,172,53,138,34,"{""0"": 13, ""1"": 12, ""2"": 13, ""3"": 13, ""4"": 13, ""5"": 13, ""6"": 13, ""7"": 13, ""8"": 13, ""9"": 13, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""40"": 1, ""41"": 1, ""43"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""50"": 1, ""51"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
55,f1861_26,170,60,136,34,"{""0"": 11, ""1"": 12, ""2"": 13, ""3"": 13, ""4"": 12, ""5"": 11, ""6"": 11, ""7"": 13, ""8"": 12, ""9"": 12, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
56,f1865_30,149,58,119,30,"{""0"": 10, ""1"": 11, ""2"": 9, ""3"": 11, ""4"": 6, ""5"": 12, ""6"": 13, ""7"": 9, ""8"": 8, ""9"": 11, ""10"": 1, ""11"": 1, ""12"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 2, ""19"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""60"": 1}"
57,f1880_06,145,54,116,29,"{""0"": 9, ""1"": 12, ""2"": 12, ""3"": 10, ""4"": 11, ""5"": 8, ""6"": 8, ""7"": 11, ""8"": 8, ""9"": 12, ""10"": 1, ""11"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""49"": 1, ""50"": 1, ""52"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
