client_index,writer_id,total_samples,n_classes,train_samples,test_samples,label_histogram
29,f0995_43,335,58,268,67,"{""0"": 12, ""1"": 12, ""2"": 12, ""3"": 12, ""4"": 12, ""5"": 8, ""6"": 11, ""7"": 10, ""8"": 9, ""9"": 11, ""10"": 2, ""11"": 2, ""12"": 8, ""13"": 1, ""14"": 1, ""15"": 9, ""16"": 1, ""18"": 6, ""19"": 1, ""20"": 1, ""21"": 2, ""22"": 8, ""23"": 1, ""24"": 25, ""25"": 5, ""26"": 1, ""27"": 1, ""28"": 20, ""29"": 2, ""30"": 8, ""31"": 5, ""32"": 2, ""33"": 1, ""34"": 3, ""35"": 1, ""36"": 4, ""37"": 3, ""38"": 1, ""39"": 8, ""40"": 25, ""41"": 1, ""42"": 1, ""43"": 5, ""45"": 1, ""46"": 1, ""47"": 9, ""49"": 11, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 9, ""54"": 1, ""55"": 21, ""56"": 1, ""57"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
30,f1030_04,300,58,240,60,"{""0"": 11, ""1"": 13, ""2"": 9, ""3"": 11, ""4"": 12, ""5"": 8, ""6"": 10, ""7"": 13, ""8"": 9, ""9"": 11, ""10"": 4, ""11"": 2, ""12"": 4, ""13"": 1, ""14"": 1, ""15"": 5, ""16"": 1, ""17"": 1, ""18"": 6, ""19"": 2, ""20"": 1, ""21"": 2, ""22"": 6, ""23"": 1, ""24"": 17, ""25"": 6, ""27"": 1, ""28"": 12, ""29"": 24, ""30"": 8, ""31"": 3, ""32"": 2, ""33"": 1, ""34"": 2, ""35"": 1, ""36"": 3, ""37"": 4, ""38"": 1, ""39"": 8, ""40"": 18, ""42"": 2, ""43"": 9, ""44"": 1, ""45"": 1, ""47"": 7, ""48"": 1, ""49"": 13, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
31,f1038_35,321,58,257,64,"{""0"": 13, ""1"": 13, ""2"": 13, ""3"": 13, ""4"": 13, ""5"": 13, ""6"": 12, ""7"": 11, ""8"": 13, ""9"": 13, ""10"": 4, ""11"": 2, ""12"": 6, ""13"": 2, ""14"": 1, ""15"": 9, ""16"": 1, ""17"": 1, ""18"": 7, ""19"": 1, ""20"": 1, ""21"": 2, ""22"": 6, ""23"": 13, ""24"": 8, ""25"": 5, ""26"": 1, ""27"": 1, ""28"": 8, ""29"": 16, ""30"": 7, ""31"": 1, ""32"": 3, ""33"": 1, ""34"": 3, ""35"": 1, ""36"": 5, ""37"": 4, ""38"": 1, ""39"": 10, ""40"": 25, ""41"": 1, ""42"": 1, ""43"": 3, ""45"": 1, ""47"": 6, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 15, ""54"": 1, ""55"": 1, ""57"": 1, ""58"": 1, ""60"": 1, ""61"": 1}"
32,f1152_03,238,49,190,48,"{""0"": 9, ""1"": 12, ""2"": 10, ""3"": 9, ""4"": 9, ""5"": 9, ""6"": 10, ""7"": 8, ""8"": 11, ""9"": 9, ""10"": 3, ""11"": 1, ""12"": 4, ""15"": 3, ""16"": 1, ""18"": 1, ""19"": 1, ""21"": 1, ""22"": 4, ""23"": 9, ""24"": 10, ""25"": 6, ""28"": 9, ""29"": 2, ""30"": 6, ""31"": 2, ""32"": 2, ""36"": 2, ""37"": 2, ""38"": 1, ""39"": 7, ""40"": 22, ""41"": 1, ""42"": 1, ""43"": 2, ""47"": 8, ""48"": 1, ""49"": 2, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 12, ""54"": 1, ""55"": 6, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1}"
33,f1166_04,318,59,254,64,"{""0"": 11, ""1"": 11, ""2"": 11, ""3"": 11, ""4"": 10, ""5"": 11, ""6"": 10, ""7"": 10, ""8"": 13, ""9"": 12, ""10"": 3, ""11"": 3, ""12"": 4, ""13"": 3, ""14"": 1, ""15"": 5, ""16"": 1, ""17"": 1, ""18"": 4, ""19"": 2, ""20"": 1, ""21"": 2, ""22"": 7, ""23"": 2, ""24"": 14, ""25"": 6, ""26"": 1, ""27"": 1, ""28"": 15, ""29"": 4, ""30"": 9, ""31"": 3, ""32"": 1, ""33"": 1, ""34"": 2, ""35"": 1, ""36"": 11, ""37"": 3, ""38"": 1, ""39"": 6, ""40"": 28, ""41"": 1, ""43"": 5, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 8, ""48"": 1, ""49"": 8, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 15, ""55"": 13, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""61"": 1}"
34,f1205_25,345,60,276,69,"{""0"": 13, ""1"": 12, ""2"": 11, ""3"": 12, ""4"": 12, ""5"": 10, ""6"": 11, ""7"": 9, ""8"": 11, ""9"": 12, ""10"": 1, ""11"": 1, ""12"": 7, ""13"": 2, ""14"": 1, ""15"": 9, ""16"": 1, ""17"": 1, ""18"": 8, ""19"": 1, ""20"": 1, ""21"": 3, ""22"": 4, ""23"": 2, ""24"": 19, ""25"": 3, ""26"": 1, ""27"": 1, ""28"": 18, ""29"": 4, ""30"": 9, ""31"": 1, ""32"": 2, ""33"": 1, ""34"": 3, ""36"": 13, ""37"": 4, ""38"": 1, ""39"": 10, ""40"": 26, ""41"": 1, ""42"": 1, ""43"": 10, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 6, ""49"": 7, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 14, ""54"": 1, ""55"": 21, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
35,f1249_33,298,54,238,60,"{""0"": 10, ""1"": 12, ""2"": 10, ""3"": 11, ""4"": 11, ""5"": 9, ""6"": 12, ""7"": 13, ""8"": 12, ""9"": 12, ""10"": 2, ""11"": 2, ""12"": 6, ""13"": 2, ""15"": 6, ""16"": 1, ""17"": 1, ""18"": 2, ""19"": 1, ""21"": 1, ""22"": 2, ""23"": 1, ""24"": 19, ""25"": 2, ""26"": 1, ""27"": 1, ""28"": 15, ""29"": 19, ""30"": 9, ""32"": 2, ""33"": 1, ""34"": 3, ""36"": 13, ""37"": 3, ""38"": 1, ""39"": 4, ""40"": 20, ""41"": 1, ""42"": 1, ""43"": 2, ""44"": 1, ""46"": 1, ""47"": 7, ""48"": 1, ""49"": 9, ""50"": 1, ""53"": 13, ""54"": 1, ""55"": 3, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""61"": 1}"
36,f1250_24,232,54,186,46,"{""0"": 6, ""1"": 9, ""2"": 8, ""3"": 9, ""4"": 4, ""5"": 5, ""6"": 6, ""7"": 7, ""8"": 8, ""9"": 6, ""10"": 1, ""12"": 4, ""13"": 1, ""15"": 8, ""17"": 1, ""18"": 4, ""19"": 1, ""21"": 1, ""22"": 6, ""24"": 12, ""25"": 3, ""26"": 1, ""27"": 1, ""28"": 12, ""29"": 2, ""30"": 7, ""31"": 2, ""32"": 2, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 6, ""37"": 2, ""38"": 1, ""39"": 3, ""40"": 20, ""41"": 1, ""42"": 1, ""43"": 7, ""46"": 1, ""47"": 7, ""48"": 1, ""49"": 9, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 8, ""55"": 16, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
37,f1292_22,268,58,214,54,"{""0"": 6, ""1"": 12, ""2"": 6, ""3"": 7, ""4"": 8, ""5"": 7, ""6"": 7, ""7"": 6, ""8"": 11, ""9"": 7, ""10"": 2, ""11"": 2, ""12"": 2, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 2, ""20"": 1, ""21"": 1, ""22"": 7, ""23"": 9, ""24"": 20, ""25"": 6, ""26"": 1, ""27"": 1, ""28"": 14, ""29"": 4, ""30"": 6, ""31"": 3, ""32"": 2, ""33"": 1, ""34"": 2, ""35"": 1, ""36"": 6, ""37"": 4, ""39"": 9, ""40"": 22, ""42"": 1, ""43"": 10, ""44"": 2, ""46"": 1, ""47"": 7, ""48"": 1, ""49"": 2, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 5, ""54"": 1, ""55"": 19, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
38,f1321_40,249,60,199,50,"{""0"": 13, ""1"": 13, ""2"": 13, ""3"": 13, ""4"": 13, ""5"": 13, ""6"": 13, ""7"": 13, ""8"": 13, ""9"": 13, ""10"": 2, ""11"": 2, ""12"": 2, ""13"": 2, ""15"": 2, ""16"": 1, ""17"": 1, ""19"": 1, ""20"": 1, ""21"": 3, ""22"": 2, ""23"": 2, ""24"": 11, ""25"": 3, ""26"": 1, ""27"": 1, ""28"": 6, ""29"": 3, ""30"": 5, ""31"": 1, ""32"": 2, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 7, ""37"": 1, ""38"": 1, ""39"": 3, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 10, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 2, ""48"": 1, ""49"": 3, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 5, ""54"": 1, ""55"": 13, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
39,f1323_11,336,62,269,67,"{""0"": 11, ""1"": 11, ""2"": 13, ""3"": 11, ""4"": 12, ""5"": 12, ""6"": 13, ""7"": 11, ""8"": 13, ""9"": 12, ""10"": 2, ""11"": 2, ""12"": 8, ""13"": 1, ""14"": 1, ""15"": 9, ""16"": 1, ""17"": 1, ""18"": 3, ""19"": 1, ""20"": 1, ""21"": 2, ""22"": 5, ""23"": 3, ""24"": 18, ""25"": 4, ""26"": 1, ""27"": 1, ""28"": 19, ""29"": 5, ""30"": 7, ""31"": 1, ""32"": 3, ""33"": 1, ""34"": 4, ""35"": 1, ""36"": 13, ""37"": 3, ""38"": 1, ""39"": 7, ""40"": 14, ""41"": 1, ""42"": 2, ""43"": 9, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 4, ""48"": 1, ""49"": 10, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 15, ""54"": 1, ""55"": 18, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
40,f1451_24,246,52,197,49,"{""0"": 9, ""1"": 12, ""2"": 11, ""3"": 12, ""4"": 5, ""5"": 7, ""6"": 6, ""7"": 12, ""8"": 9, ""9"": 10, ""10"": 1, ""11"": 2, ""12"": 7, ""13"": 1, ""14"": 1, ""15"": 4, ""17"": 1, ""18"": 3, ""19"": 1, ""20"": 1, ""22"": 7, ""24"": 17, ""25"": 4, ""28"": 9, ""30"": 3, ""31"": 2, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 6, ""37"": 4, ""38"": 1, ""39"": 6, ""40"": 22, ""42"": 2, ""43"": 4, ""45"": 1, ""46"": 1, ""47"": 7, ""48"": 1, ""49"": 7, ""52"": 1, ""53"": 6, ""54"": 1, ""55"": 9, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
41,f1452_02,224,51,179,45,"{""0"": 9, ""1"": 15, ""2"": 10, ""3"": 10, ""4"": 8, ""5"": 12, ""6"": 11, ""7"": 12, ""8"": 10, ""9"": 8, ""11"": 1, ""12"": 5, ""13"": 2, ""14"": 1, ""15"": 1, ""16"": 1, ""19"": 2, ""20"": 1, ""22"": 3, ""23"": 1, ""24"": 10, ""25"": 3, ""28"": 7, ""29"": 5, ""30"": 7, ""32"": 2, ""33"": 1, ""34"": 2, ""36"": 6, ""37"": 2, ""38"": 1, ""39"": 6, ""40"": 5, ""41"": 1, ""42"": 1, ""43"": 4, ""44"": 1, ""46"": 1, ""47"": 4, ""49"": 7, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 2, ""54"": 1, ""55"": 14, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
42,f1474_13,257,59,206,51,"{""0"": 8, ""1"": 12, ""2"": 12, ""3"": 10, ""4"": 11, ""5"": 8, ""6"": 8, ""7"": 11, ""8"": 10, ""9"": 8, ""10"": 11, ""12"": 4, ""13"": 2, ""14"": 1, ""15"": 3, ""16"": 1, ""18"": 3, ""19"": 2, ""20"": 1, ""21"": 1, ""22"": 2, ""23"": 12, ""24"": 15, ""25"": 4, ""26"": 1, ""27"": 1, ""28"": 18, ""29"": 4, ""30"": 5, ""31"": 2, ""32"": 2, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 2, ""38"": 1, ""39"": 5, ""40"": 15, ""41"": 1, ""42"": 1, ""43"": 4, ""44"": 1, ""45"": 1, ""47"": 2, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 14, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
43,f1492_06,315,54,252,63,"{""0"": 10, ""1"": 13, ""2"": 11, ""3"": 8, ""4"": 7, ""5"": 11, ""6"": 10, ""7"": 10, ""8"": 8, ""9"": 9, ""10"": 6, ""11"": 2, ""12"": 6, ""13"": 2, ""14"": 1, ""15"": 4, ""16"": 1, ""17"": 1, ""18"": 10, ""19"": 2, ""20"": 1, ""21"": 3, ""22"": 8, ""23"": 3, ""24"": 20, ""25"": 3, ""27"": 1, ""28"": 17, ""29"": 6, ""30"": 9, ""31"": 2, ""32"": 2, ""33"": 1, ""34"": 4, ""35"": 1, ""36"": 7, ""37"": 3, ""39"": 8, ""40"": 19, ""41"": 1, ""43"": 7, ""44"": 2, ""46"": 1, ""47"": 5, ""48"": 1, ""49"": 11, ""53"": 15, ""54"": 1, ""55"": 16, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
44,f1664_04,152,44,122,30,"{""0"": 13, ""1"": 12, ""2"": 12, ""3"": 12, ""4"": 13, ""5"": 11, ""6"": 12, ""7"": 11, ""8"": 12, ""9"": 10, ""11"": 1, ""12"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""28"": 1, ""30"": 1, ""32"": 1, ""33"": 1, ""35"": 1, ""37"": 1, ""39"": 1, ""40"": 1, ""43"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""51"": 1, ""54"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""61"": 1}"
45,f1741_16,160,55,128,32,"{""0"": 13, ""1"": 10, ""2"": 12, ""3"": 11, ""4"": 12, ""5"": 11, ""6"": 12, ""7"": 12, ""8"": 11, ""9"": 11, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""49"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
46,f1746_28,149,48,119,30,"{""0"": 11, ""1"": 13, ""2"": 12, ""3"": 11, ""4"": 12, ""5"": 13, ""6"": 7, ""7"": 10, ""8"": 11, ""9"": 10, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""40"": 1, ""41"": 1, ""44"": 2, ""47"": 1, ""48"": 1, ""50"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
47,f1795_30,171,59,137,34,"{""0"": 12, ""1"": 13, ""2"": 12, ""3"": 13, ""4"": 13, ""5"": 13, ""6"": 12, ""7"": 11, ""8"": 11, ""9"": 12, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
48,f1813_25,150,57,120,30,"{""0"": 11, ""1"": 10, ""2"": 10, ""3"": 9, ""4"": 10, ""5"": 8, ""6"": 12, ""7"": 11, ""8"": 11, ""9"": 11, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
49,f1870_30,173,59,138,35,"{""0"": 13, ""1"": 12, ""2"": 13, ""3"": 13, ""4"": 12, ""5"": 13, ""6"": 12, ""7"": 12, ""8"": 13, ""9"": 11, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""50"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
50,f1893_26,146,36,117,29,"{""0"": 12, ""1"": 12, ""2"": 12, ""3"": 11, ""4"": 12, ""5"": 13, ""6"": 12, ""7"": 12, ""8"": 13, ""9"": 11, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
51,f1912_13,168,56,134,34,"{""0"": 13, ""1"": 13, ""2"": 12, ""3"": 11, ""4"": 10, ""5"": 12, ""6"": 13, ""7"": 13, ""8"": 12, ""9"": 13, ""10"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
52,f2051_15,170,58,136,34,"{""0"": 13, ""1"": 14, ""2"": 11, ""3"": 12, ""4"": 10, ""5"": 13, ""6"": 13, ""7"": 13, ""8"": 10, ""9"": 11, ""10"": 1, ""11"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 2, ""19"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 2, ""45"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
53,f2054_13,153,54,122,31,"{""0"": 10, ""1"": 12, ""2"": 13, ""3"": 13, ""4"": 11, ""5"": 9, ""6"": 12, ""7"": 11, ""8"": 8, ""9"": 9, ""10"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""37"": 1, ""39"": 1, ""40"": 1, ""42"": 1, ""43"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 2, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
54,f2064_33,157,49,126,31,"{""0"": 13, ""1"": 12, ""2"": 12, ""3"": 11, ""4"": 11, ""5"": 10, ""6"": 11, ""7"": 12, ""8"": 12, ""9"": 13, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""39"": 1, ""40"": 2, ""41"": 1, ""44"": 1, ""47"": 1, ""49"": 1, ""50"": 1, ""52"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
55,f2092_41,170,54,136,34,"{""0"": 12, ""1"": 13, ""2"": 13, ""3"": 12, ""4"": 13, ""5"": 12, ""6"": 13, ""7"": 13, ""8"": 13, ""9"": 12, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""33"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""58"": 1, ""60"": 1, ""61"": 1}"
56,f2118_60,172,56,138,34,"{""0"": 13, ""1"": 13, ""2"": 12, ""3"": 11, ""4"": 10, ""5"": 12, ""6"": 13, ""7"": 13, ""8"": 12, ""9"": 13, ""10"": 1, ""11"": 1, ""12"": 1, ""14"": 1, ""15"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""43"": 1, ""44"": 2, ""45"": 1, ""47"": 2, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 1, ""54"": 1, ""55"": 2, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""61"": 1}"
57,f2125_64,174,58,139,35,"{""0"": 13, ""1"": 13, ""2"": 12, ""3"": 12, ""4"": 13, ""5"": 11, ""6"": 12, ""7"": 12, ""8"": 13, ""9"": 13, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""15"": 2, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""27"": 1, ""28"": 1, ""29"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
58,f2140_77,167,54,134,33,"{""0"": 11, ""1"": 13, ""2"": 11, ""3"": 12, ""4"": 14, ""5"": 13, ""6"": 13, ""7"": 12, ""8"": 11, ""9"": 10, ""10"": 1, ""11"": 1, ""12"": 1, ""13"": 1, ""14"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""19"": 1, ""20"": 1, ""21"": 1, ""23"": 1, ""24"": 1, ""25"": 1, ""26"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""31"": 1, ""32"": 1, ""33"": 1, ""34"": 1, ""35"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 1, ""41"": 1, ""42"": 1, ""43"": 1, ""46"": 1, ""47"": 3, ""48"": 1, ""49"": 1, ""50"": 1, ""52"": 1, ""53"": 2, ""54"": 1, ""55"": 1, ""56"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
