split,row_index,center,label
train,3189,0,2
train,3190,0,4
train,3191,0,1
train,3192,0,2
train,3193,0,2
train,3194,0,0
train,3195,0,2
train,3196,0,2
train,3197,0,1
train,3198,0,0
train,3199,0,1
train,3200,0,0
train,3201,0,2
train,3202,0,3
train,3203,0,1
train,3204,0,7
train,3205,0,7
train,3206,0,2
train,3207,0,2
train,3208,0,4
train,3209,0,2
train,3210,0,1
train,3211,0,2
train,3212,0,2
train,3213,0,0
train,3214,0,2
train,3215,0,1
train,3216,0,2
train,3217,0,0
train,3218,0,3
train,3219,0,0
train,3220,0,2
train,3221,0,0
train,3222,0,0
train,3223,0,0
train,3224,0,2
train,3225,0,1
train,3226,0,4
train,3227,0,2
train,3228,0,2
train,3229,0,2
train,3230,0,1
train,3231,0,2
train,3232,0,1
train,3233,0,2
train,3234,0,7
train,3235,0,1
train,3236,0,4
train,3237,0,1
train,3238,0,1
train,3239,0,0
train,3240,0,2
train,3241,0,4
train,3242,0,1
train,3243,0,1
train,3244,0,0
train,3245,0,1
train,3246,0,4
train,3247,0,4
train,3248,0,0
train,3249,0,0
train,3250,0,1
train,3251,0,1
train,3252,0,3
train,3253,0,7
train,3254,0,0
train,3255,0,2
train,3256,0,0
train,3257,0,1
train,3258,0,2
train,3259,0,1
train,3260,0,1
train,3261,0,2
train,3262,0,0
train,3263,0,0
train,3264,0,0
train,3265,0,1
train,3266,0,2
train,3267,0,1
train,3268,0,3
train,3269,0,4
train,3270,0,7
train,3271,0,1
train,3272,0,4
train,3273,0,2
train,3274,0,1
train,3275,0,1
train,3276,0,1
train,3277,0,2
train,3278,0,1
train,3279,0,3
train,3280,0,2
train,3281,0,2
train,3282,0,2
train,3283,0,0
train,3284,0,1
train,3285,0,2
train,3286,0,0
train,3287,0,1
train,3288,0,0
train,3289,0,4
train,3290,0,1
train,3291,0,1
train,3292,0,2
train,3293,0,1
train,3294,0,3
train,3295,0,2
train,3296,0,0
train,3297,0,1
train,3298,0,7
train,3299,0,1
train,3300,0,0
train,3301,0,6
train,3302,0,1
train,3303,0,2
train,3304,0,1
train,3305,0,1
train,3306,0,2
train,3307,0,2
train,3308,0,1
train,3309,0,1
train,3310,0,0
train,3311,0,1
train,3312,0,0
train,3313,0,0
train,3314,0,2
train,3315,0,0
train,3316,0,2
train,3317,0,1
train,3318,0,2
train,3319,0,0
train,3320,0,1
train,3321,0,1
train,3322,0,0
train,3323,0,1
train,3324,0,5
train,3325,0,7
train,3326,0,4
train,3327,0,0
train,3328,0,1
train,3329,0,0
train,3330,0,2
train,3331,0,0
train,3332,0,1
train,3333,0,1
train,3334,0,1
train,3335,0,0
train,3336,0,0
train,3337,0,3
train,3338,0,4
train,3339,0,1
train,3340,0,3
train,3341,0,1
train,3342,0,4
train,3343,0,0
train,3344,0,1
train,3345,0,7
train,3346,0,0
train,3347,0,1
train,3348,0,2
train,3349,0,2
train,3350,0,1
train,3351,0,1
train,3352,0,2
train,3353,0,2
train,3354,0,1
train,3355,0,1
train,3356,0,2
train,3357,0,1
train,3358,0,3
train,3359,0,7
train,3360,0,1
train,3361,0,6
train,3362,0,2
train,3363,0,1
train,3364,0,2
train,3365,0,5
train,3366,0,2
train,3367,0,1
train,3368,0,2
train,3369,0,2
train,3370,0,1
train,3371,0,3
train,3372,0,1
train,3373,0,2
train,3374,0,2
train,3375,0,2
train,3376,0,0
train,3377,0,1
train,3378,0,2
train,3379,0,1
train,3380,0,0
train,3381,0,4
train,3382,0,1
train,3383,0,4
train,3384,0,0
train,3385,0,7
train,3386,0,1
train,3387,0,2
train,3388,0,1
train,3389,0,3
train,3390,0,2
train,3391,0,0
train,3392,0,0
train,3393,0,0
train,3394,0,2
train,3395,0,2
train,3396,0,7
train,3397,0,0
train,3398,0,7
train,3399,0,2
train,3400,0,2
train,3401,0,1
train,3402,0,2
train,3403,0,0
train,3404,0,2
train,3405,0,1
train,3406,0,1
train,3407,0,1
train,3408,0,1
train,3409,0,1
train,3410,0,1
train,3411,0,1
train,3412,0,1
train,3413,0,0
train,3414,0,0
train,3415,0,1
train,3416,0,1
train,3417,0,0
train,3418,0,3
train,3419,0,1
train,3420,0,4
train,3421,0,1
train,3422,0,0
train,3423,0,1
train,3424,0,0
train,3425,0,1
train,3426,0,2
train,3427,0,2
train,3428,0,2
train,3429,0,1
train,3430,0,0
train,3431,0,2
train,3432,0,4
train,3433,0,1
train,3434,0,2
train,3435,0,0
train,3436,0,0
train,3437,0,2
train,3438,0,1
train,3439,0,0
train,3440,0,2
train,3441,0,1
train,3442,0,0
train,3443,0,0
train,3444,0,0
train,3445,0,4
train,3446,0,0
train,3447,0,2
train,3448,0,0
train,3449,0,4
train,3450,0,2
train,3451,0,2
train,3452,0,2
train,3453,0,0
train,3454,0,0
train,3455,0,1
train,3456,0,1
train,3457,0,1
train,3458,0,1
train,3459,0,2
train,3460,0,1
train,3461,0,3
train,3462,0,1
train,3463,0,2
train,3464,0,0
train,3465,0,1
train,3466,0,1
train,3467,0,3
train,3468,0,1
train,3469,0,1
train,3470,0,1
train,3471,0,0
train,3472,0,4
train,3473,0,1
train,3474,0,2
train,3475,0,0
train,3476,0,1
train,3477,0,1
train,3478,0,0
train,3479,0,1
train,3480,0,1
train,3481,0,1
train,3482,0,0
train,3483,0,2
train,3484,0,2
train,3485,0,1
train,3486,0,1
train,3487,0,0
train,3488,0,2
train,3489,0,2
train,3490,0,0
train,3491,0,1
train,3492,0,2
train,3493,0,4
train,3494,0,7
train,3495,0,0
train,3496,0,0
train,3497,0,2
train,3498,0,0
train,3499,0,4
train,3500,0,6
train,3501,0,2
train,3502,0,1
train,3503,0,0
train,3504,0,1
train,3505,0,0
train,3506,0,1
train,3507,0,0
train,3508,0,4
train,3509,0,1
train,3510,0,4
train,3511,0,0
train,3512,0,2
train,3513,0,1
train,3514,0,3
train,3515,0,3
train,3516,0,0
train,3517,0,3
train,3518,0,2
train,3519,0,2
train,3520,0,1
train,3521,0,2
train,3522,0,0
train,3523,0,2
train,3524,0,2
train,3525,0,4
train,3526,0,4
train,3527,0,2
train,3528,0,1
train,3529,0,0
train,3530,0,0
train,3531,0,0
train,3532,0,2
train,3533,0,2
train,3534,0,0
train,3535,0,2
train,3536,0,0
train,3537,0,2
train,3538,0,3
train,3539,0,1
train,3540,0,1
train,3541,0,2
train,3542,0,1
train,3543,0,1
train,3544,0,3
train,3545,0,0
train,3546,0,1
train,3547,0,2
train,3548,0,7
train,3549,0,1
train,3550,0,2
train,3551,0,1
train,3552,0,0
train,3553,0,1
train,3554,0,4
train,3555,0,2
train,3556,0,0
train,3557,0,1
train,3558,0,4
train,3559,0,0
train,3560,0,1
train,3561,0,0
train,3562,0,4
train,3563,0,1
train,3564,0,2
train,3565,0,1
train,3566,0,1
train,3567,0,1
train,3568,0,7
train,3569,0,2
train,3570,0,1
train,3571,0,3
train,3572,0,0
train,3573,0,1
train,3574,0,4
train,3575,0,6
train,3576,0,0
train,3577,0,1
train,3578,0,4
train,3579,0,1
train,3580,0,1
train,3581,0,1
train,3582,0,3
train,3583,0,0
train,3584,0,2
train,3585,0,3
train,3586,0,2
train,3587,0,0
train,3588,0,3
train,3589,0,0
train,3590,0,1
train,3591,0,1
train,3592,0,1
train,3593,0,0
train,3594,0,1
train,3595,0,0
train,3596,0,3
train,3597,0,1
train,3598,0,2
train,3599,0,2
train,3600,0,0
train,3601,0,1
train,3602,0,2
train,3603,0,7
train,3604,0,0
train,3605,0,4
train,3606,0,1
train,3607,0,2
train,3608,0,0
train,3609,0,2
train,3610,0,3
train,3611,0,6
train,3612,0,2
train,3613,0,0
train,3614,0,0
train,3615,0,3
train,3616,0,2
train,3617,0,2
train,3618,0,0
train,3619,0,2
train,3620,0,1
train,3621,0,0
train,3622,0,2
train,3623,0,1
train,3624,0,1
train,3625,0,2
train,3626,0,2
train,3627,0,1
train,3628,0,0
train,3629,0,0
train,3630,0,5
train,3631,0,1
train,3632,0,7
train,3633,0,7
train,3634,0,1
train,3635,0,2
train,3636,0,2
train,3637,0,2
train,3638,0,7
train,3639,0,4
train,3640,0,2
train,3641,0,1
train,3642,0,2
train,3643,0,0
train,3644,0,0
train,3645,0,1
train,3646,0,2
train,3647,0,2
train,3648,0,7
train,3649,0,0
train,3650,0,4
train,3651,0,0
train,3652,0,2
train,3653,0,2
train,3654,0,4
train,3655,0,0
train,3656,0,2
train,3657,0,2
train,3658,0,0
train,3659,0,1
train,3660,0,2
train,3661,0,0
train,3662,0,6
train,3663,0,2
train,3664,0,2
train,3665,0,5
train,3666,0,1
train,3667,0,2
train,3668,0,2
train,3669,0,1
train,3670,0,0
train,3671,0,0
train,3672,0,0
train,3673,0,1
train,3674,0,0
train,3675,0,2
train,3676,0,1
train,3677,0,0
train,3678,0,7
train,3679,0,0
train,3680,0,1
train,3681,0,1
train,3682,0,1
train,3683,0,3
train,3684,0,3
train,3685,0,1
train,3686,0,3
train,3687,0,1
train,3688,0,2
train,3689,0,0
train,3690,0,1
train,3691,0,1
train,3692,0,1
train,3693,0,2
train,3694,0,1
train,3695,0,2
train,3696,0,2
train,3697,0,3
train,3698,0,1
train,3699,0,1
train,3700,0,1
train,3701,0,7
train,3702,0,2
train,3703,0,2
train,3704,0,2
train,3705,0,1
train,3706,0,2
train,3707,0,1
train,3708,0,4
train,3709,0,0
train,3710,0,7
train,3711,0,0
train,3712,0,2
train,3713,0,0
train,3714,0,3
train,3715,0,2
train,3716,0,0
train,3717,0,1
train,3718,0,2
train,3719,0,7
train,3720,0,0
train,3721,0,3
train,3722,0,1
train,3723,0,1
train,3724,0,1
train,3725,0,1
train,3726,0,0
train,3727,0,2
train,3728,0,1
train,3729,0,0
train,3730,0,2
train,3731,0,1
train,3732,0,2
train,3733,0,2
train,3734,0,1
train,3735,0,2
train,3736,0,2
train,3737,0,2
train,3738,0,3
train,3739,0,0
train,3740,0,1
train,3741,0,0
train,3742,0,2
train,3743,0,1
train,3744,0,0
train,3745,0,2
train,3746,0,4
train,3747,0,0
train,3748,0,4
train,3749,0,5
train,3750,0,3
train,3751,0,1
train,3752,0,2
train,3753,0,0
train,3754,0,2
train,3755,0,0
train,3756,0,2
train,3757,0,2
train,3758,0,3
train,3759,0,2
train,3760,0,7
train,3761,0,1
train,3762,0,4
train,3763,0,7
train,3764,0,2
train,3765,0,1
train,3766,0,4
train,3767,0,1
train,3768,0,1
train,3769,0,2
train,3770,0,1
train,3771,0,4
train,3772,0,1
train,3773,0,0
train,3774,0,1
train,3775,0,1
train,3776,0,1
train,3777,0,1
train,3778,0,0
train,3779,0,1
train,3780,0,0
train,3781,0,2
train,3782,0,0
train,3783,0,4
train,3784,0,6
train,3785,0,4
train,3786,0,4
train,3787,0,7
train,3788,0,2
train,3789,0,0
train,3790,0,1
train,3791,0,1
train,3792,0,7
train,3793,0,0
train,3794,0,0
train,3795,0,0
train,3796,0,1
train,3797,0,4
train,3798,0,1
train,3799,0,1
train,3800,0,1
train,3801,0,2
train,3802,0,1
train,3803,0,3
train,3804,0,0
train,3805,0,1
train,3806,0,4
train,3807,0,2
train,3808,0,0
train,3809,0,4
train,3810,0,1
train,3811,0,1
train,3812,0,0
train,3813,0,2
train,3814,0,1
train,3815,0,0
train,3816,0,2
train,3817,0,0
train,3818,0,1
train,3819,0,0
train,3820,0,1
train,3821,0,0
train,3822,0,0
train,3823,0,2
train,3824,0,1
train,3825,0,0
train,3826,0,2
train,3827,0,2
train,3828,0,2
train,3829,0,7
train,3830,0,2
train,3831,0,0
train,3832,0,2
train,3833,0,0
train,3834,0,5
train,3835,0,1
train,3836,0,2
train,3837,0,2
train,3838,0,0
train,3839,0,1
train,3840,0,0
train,3841,0,0
train,3842,0,0
train,3843,0,1
train,3844,0,1
train,3845,0,1
train,3846,0,1
train,3847,0,4
train,3848,0,2
train,3849,0,5
train,3850,0,6
train,3851,0,1
train,3852,0,1
train,3853,0,3
train,3854,0,0
train,3855,0,2
train,3856,0,3
train,3857,0,4
train,3858,0,2
train,3859,0,6
train,3860,0,1
train,3861,0,4
train,3862,0,1
train,3863,0,3
train,3864,0,0
train,3865,0,0
train,3866,0,2
train,3867,0,2
train,3868,0,0
train,3869,0,1
train,3870,0,1
train,3871,0,0
train,3872,0,0
train,3873,0,2
train,3874,0,0
train,3875,0,2
train,3876,0,2
train,3877,0,1
train,3878,0,1
train,3879,0,2
train,3880,0,0
train,3881,0,2
train,3882,0,2
train,3883,0,0
train,3884,0,2
train,3885,0,1
train,3886,0,1
train,3887,0,1
train,3888,0,7
train,3889,0,2
train,3890,0,2
train,3891,0,5
train,3892,0,1
train,3893,0,4
train,3894,0,1
train,3895,0,3
train,3896,0,2
train,3897,0,2
train,3898,0,2
train,3899,0,2
train,3900,0,0
train,3901,0,4
train,3902,0,0
train,3903,0,1
train,3904,0,1
train,3905,0,2
train,3906,0,0
train,3907,0,2
train,3908,0,7
train,3909,0,0
train,3910,0,1
train,3911,0,0
train,3912,0,4
train,3913,0,1
train,3914,0,2
train,3915,0,4
train,3916,0,0
train,3917,0,2
train,3918,0,1
train,3919,0,2
train,3920,0,2
train,3921,0,2
train,3922,0,4
train,3923,0,0
train,3924,0,2
train,3925,0,0
train,3926,0,0
train,3927,0,3
train,3928,0,1
train,3929,0,2
train,3930,0,2
train,3931,0,0
train,3932,0,1
train,3933,0,1
train,3934,0,7
train,3935,0,1
train,3936,0,0
train,3937,0,4
train,3938,0,1
train,3939,0,1
train,3940,0,2
train,3941,0,3
train,3942,0,0
train,3943,0,0
train,3944,0,0
train,3945,0,3
train,3946,0,1
train,3947,0,1
train,3948,0,0
train,3949,0,5
train,3950,0,1
train,3951,0,1
train,3952,0,1
train,3953,0,0
train,3954,0,3
train,3955,0,1
train,3956,0,0
train,3957,0,0
train,3958,0,3
train,3959,0,4
train,3960,0,1
train,3961,0,7
train,3962,0,1
train,3963,0,1
train,3964,0,1
train,3965,0,3
train,3966,0,4
train,3967,0,1
train,3968,0,2
train,3969,0,2
train,3970,0,2
train,3971,0,1
train,3972,0,1
train,3973,0,3
train,3974,0,1
train,3975,0,1
train,3976,0,2
train,3977,0,2
train,3978,0,4
train,3979,0,0
train,3980,0,0
train,3981,0,1
train,3982,0,0
train,3983,0,0
train,3984,0,1
train,3985,0,1
train,3986,0,1
train,3987,0,2
train,3988,0,1
train,3989,0,2
train,3990,0,1
train,3991,0,2
train,3992,0,2
train,3993,0,0
train,3994,0,1
train,3995,0,0
train,3996,0,0
train,3997,0,2
train,3998,0,0
train,3999,0,6
train,4000,0,0
train,4001,0,1
train,4002,0,4
train,4003,0,0
train,4004,0,0
train,4005,0,1
train,4006,0,0
train,4007,0,7
train,4008,0,2
train,4009,0,1
train,4010,0,1
train,4011,0,7
train,4012,0,0
train,4013,0,2
train,4014,0,2
train,4015,0,1
train,4016,0,0
train,4017,0,0
train,4018,0,1
train,4019,0,1
train,4020,0,1
train,4021,0,7
train,4022,0,0
train,4023,0,1
train,4024,0,1
train,4025,0,1
train,4026,0,2
train,4027,0,1
train,4028,0,1
train,4029,0,2
train,4030,0,1
train,4031,0,0
train,4032,0,2
train,4033,0,2
train,4034,0,2
train,4035,0,1
train,4036,0,1
train,4037,0,1
train,4038,0,0
train,4039,0,0
train,4040,0,2
train,4041,0,2
train,4042,0,1
train,4043,0,1
train,4044,0,2
train,4045,0,7
train,4046,0,1
train,4047,0,2
train,4048,0,2
train,4049,0,1
train,4050,0,1
train,4051,0,7
train,4052,0,2
train,4053,0,1
train,4054,0,3
train,4055,0,1
train,4056,0,1
train,4057,0,1
train,4058,0,1
train,4059,0,1
train,4060,0,3
train,4061,0,1
train,4062,0,1
train,4063,0,0
train,4064,0,1
train,4065,0,2
train,4066,0,1
train,4067,0,1
train,4068,0,1
train,4069,0,0
train,4070,0,1
train,4071,0,5
train,4072,0,3
train,4073,0,1
train,4074,0,2
train,4075,0,2
train,4076,0,2
train,4077,0,2
train,4078,0,2
train,4079,0,2
train,4080,0,1
train,4081,0,4
train,4082,0,2
train,4083,0,2
train,4084,0,2
train,4085,0,1
train,4086,0,4
train,4087,0,4
train,4088,0,1
train,4089,0,2
train,4090,0,1
train,4091,0,2
train,4092,0,1
train,4093,0,0
train,4094,0,0
train,4095,0,6
train,4096,0,4
train,4097,0,3
train,4098,0,1
train,4099,0,2
train,4100,0,2
train,4101,0,7
train,4102,0,1
train,4103,0,0
train,4104,0,0
train,4105,0,0
train,4106,0,1
train,4107,0,2
train,4108,0,2
train,4109,0,0
train,4110,0,3
train,4111,0,1
train,4112,0,7
train,4113,0,2
train,4114,0,1
train,4115,0,2
train,4116,0,2
train,4117,0,2
train,4118,0,1
train,4119,0,2
train,4120,0,0
train,4121,0,2
train,4122,0,4
train,4123,0,1
train,4124,0,4
train,4125,0,0
train,4126,0,6
train,4127,0,0
train,4128,0,0
train,4129,0,2
train,4130,0,1
train,4131,0,0
train,4132,0,0
train,4133,0,2
train,4134,0,1
train,4135,0,2
train,4136,0,1
train,4137,0,1
train,4138,0,2
train,4139,0,1
train,4140,0,6
train,4141,0,2
train,4142,0,0
train,4143,0,0
train,4144,0,0
train,4145,0,1
train,4146,0,0
train,4147,0,0
train,4148,0,2
train,4149,0,0
train,4150,0,7
train,4151,0,2
train,4152,0,1
train,4153,0,0
train,4154,0,1
train,4155,0,4
train,4156,0,4
train,4157,0,4
train,4158,0,0
train,4159,0,7
train,4160,0,1
train,4161,0,0
train,4162,0,1
train,4163,0,2
train,4164,0,1
train,4165,0,3
train,4166,0,1
train,4167,0,2
train,4168,0,1
train,4169,0,0
train,4170,0,1
train,4171,0,7
train,4172,0,1
train,4173,0,0
train,4174,0,2
train,4175,0,0
train,4176,0,2
train,4177,0,2
train,4178,0,4
train,4179,0,1
train,4180,0,4
train,4181,0,1
train,4182,0,1
train,4183,0,0
train,4184,0,0
train,4185,0,0
train,4186,0,2
train,4187,0,1
train,4188,0,0
train,4189,0,1
train,4190,0,3
train,4191,0,2
train,4192,0,7
train,4193,0,2
train,4194,0,1
train,4195,0,2
train,4196,0,1
train,4197,0,0
train,4198,0,4
train,4199,0,2
train,4200,0,3
train,4201,0,4
train,4202,0,1
train,4203,0,0
train,4204,0,1
train,4205,0,0
train,4206,0,0
train,4207,0,1
train,4208,0,2
train,4209,0,0
train,4210,0,0
train,4211,0,4
train,4212,0,2
train,4213,0,0
train,4214,0,0
train,4215,0,1
train,4216,0,2
train,4217,0,0
train,4218,0,2
train,4219,0,1
train,4220,0,0
train,4221,0,0
train,4222,0,2
train,4223,0,0
train,4224,0,0
train,4225,0,4
train,4226,0,0
train,4227,0,2
train,4228,0,2
train,4229,0,0
train,4230,0,2
train,4231,0,0
train,4232,0,2
train,4233,0,4
train,4234,0,1
train,4235,0,1
train,4236,0,2
train,4237,0,4
train,4238,0,0
train,4239,0,1
train,4240,0,2
train,4241,0,1
train,4242,0,1
train,4243,0,2
train,4244,0,0
train,4245,0,1
train,4246,0,3
train,4247,0,1
train,4248,0,0
train,4249,0,3
train,4250,0,0
train,4251,0,1
train,4252,0,4
train,4253,0,1
train,4254,0,1
train,4255,0,0
train,4256,0,0
train,4257,0,4
train,4258,0,1
train,4259,0,2
train,4260,0,0
train,4261,0,4
train,4262,0,1
train,4263,0,2
train,4264,0,1
train,4265,0,1
train,4266,0,2
train,4267,0,3
train,4268,0,1
train,4269,0,2
train,4270,0,1
train,4271,0,0
train,4272,0,0
train,4273,0,2
train,4274,0,1
train,4275,0,2
train,4276,0,2
train,4277,0,4
train,4278,0,2
train,4279,0,1
train,4280,0,0
train,4281,0,0
train,4282,0,3
train,4283,0,1
train,4284,0,3
train,4285,0,0
train,4286,0,1
train,4287,0,1
train,4288,0,4
train,4289,0,2
train,4290,0,3
train,4291,0,2
train,4292,0,1
train,4293,0,2
train,4294,0,2
train,4295,0,1
train,4296,0,1
train,4297,0,2
train,4298,0,3
train,4299,0,2
train,4300,0,1
train,4301,0,0
train,4302,0,2
train,4303,0,1
train,4304,0,0
train,4305,0,4
train,4306,0,1
train,4307,0,1
train,4308,0,2
train,4309,0,0
train,4310,0,0
train,4311,0,2
train,4312,0,1
train,4313,0,1
train,4314,0,1
train,4315,0,1
train,4316,0,1
train,4317,0,1
train,4318,0,1
train,4319,0,4
train,4320,0,0
train,4321,0,2
train,4322,0,2
train,4323,0,2
train,4324,0,2
train,4325,0,1
train,4326,0,2
train,4327,0,0
train,4328,0,4
train,4329,0,4
train,4330,0,4
train,4331,0,0
train,4332,0,3
train,4333,0,1
train,4334,0,2
train,4335,0,4
train,4336,0,1
train,4337,0,0
train,4338,0,1
train,4339,0,2
train,4340,0,3
train,4341,0,0
train,4342,0,2
train,4343,0,1
train,4344,0,1
train,4345,0,0
train,4346,0,0
train,4347,0,2
train,4348,0,2
train,4349,0,0
train,4350,0,0
train,4351,0,1
train,4352,0,2
train,4353,0,1
train,4354,0,0
train,4355,0,1
train,4356,0,1
train,4357,0,0
train,4358,0,7
train,4359,0,1
train,4360,0,2
train,4361,0,0
train,4362,0,0
train,4363,0,0
train,4364,0,0
train,4365,0,1
train,4366,0,0
train,4367,0,1
train,4368,0,2
train,4369,0,1
train,4370,0,1
train,4371,0,1
train,4372,0,1
train,4373,0,0
train,4374,0,2
train,4375,0,1
train,4376,0,1
train,4377,0,0
train,4378,0,0
train,4379,0,0
train,4380,0,2
train,4381,0,2
train,4382,0,2
train,4383,0,2
train,4384,0,0
train,4385,0,4
train,4386,0,0
train,4387,0,7
train,4388,0,7
train,4389,0,7
train,4390,0,1
train,4391,0,1
train,4392,0,7
train,4393,0,1
train,4394,0,2
train,4395,0,4
train,4396,0,0
train,4397,0,2
train,4398,0,3
train,4399,0,0
train,4400,0,2
train,4401,0,1
train,4402,0,4
train,4403,0,6
train,4404,0,1
train,4405,0,1
train,4406,0,4
train,4407,0,2
train,4408,0,0
train,4409,0,2
train,4410,0,0
train,4411,0,1
train,4412,0,2
train,4413,0,1
train,4414,0,0
train,4415,0,0
train,4416,0,3
train,4417,0,1
train,4418,0,0
train,4419,0,2
train,4420,0,2
train,4421,0,1
train,4422,0,2
train,4423,0,2
train,4424,0,3
train,4425,0,0
train,4426,0,4
train,4427,0,1
train,4428,0,4
train,4429,0,1
train,4430,0,2
train,4431,0,0
train,4432,0,2
train,4433,0,1
train,4434,0,2
train,4435,0,1
train,4436,0,2
train,4437,0,4
train,4438,0,1
train,4439,0,0
train,4440,0,1
train,4441,0,3
train,4442,0,1
train,4443,0,3
train,4444,0,0
train,4445,0,1
train,4446,0,1
train,4447,0,1
train,4448,0,2
train,4449,0,4
train,4450,0,1
train,4451,0,2
train,4452,0,2
train,4453,0,1
train,4454,0,2
train,4455,0,1
train,4456,0,2
train,4457,0,1
train,4458,0,1
train,4459,0,0
train,4460,0,6
train,4461,0,1
train,4462,0,1
train,4463,0,0
train,4464,0,2
train,4465,0,4
train,4466,0,1
train,4467,0,2
train,4468,0,1
train,4469,0,1
train,4470,0,2
train,4471,0,4
train,4472,0,1
train,4473,0,7
train,4474,0,4
train,4475,0,0
train,4476,0,3
train,4477,0,1
train,4478,0,1
train,4479,0,0
train,4480,0,1
train,4481,0,2
train,4482,0,0
train,4483,0,1
train,4484,0,1
train,4485,0,3
train,4486,0,0
train,4487,0,1
train,4488,0,0
train,4489,0,1
train,4490,0,1
train,4491,0,0
train,4492,0,7
train,4493,0,1
train,4494,0,2
train,4495,0,6
train,4496,0,0
train,4497,0,2
train,4498,0,2
train,4499,0,1
train,4500,0,1
train,4501,0,2
train,4502,0,1
train,4503,0,2
train,4504,0,0
train,4505,0,0
train,4506,0,6
train,4507,0,0
train,4508,0,2
train,4509,0,2
train,4510,0,1
train,4511,0,1
train,4512,0,1
train,4513,0,1
train,4514,0,7
train,4515,0,1
train,4516,0,5
train,4517,0,2
train,4518,0,2
train,4519,0,2
train,4520,0,2
train,4521,0,0
train,4522,0,1
train,4523,0,2
train,4524,0,0
train,4525,0,0
train,4526,0,1
train,4527,0,2
train,4528,0,0
train,4529,0,2
train,4530,0,0
train,4531,0,0
train,4532,0,3
train,4533,0,4
train,4534,0,4
train,4535,0,2
train,4536,0,0
train,4537,0,1
train,4538,0,2
train,4539,0,3
train,4540,0,6
train,4541,0,0
train,4542,0,2
train,4543,0,1
train,4544,0,1
train,4545,0,0
train,4546,0,3
train,4547,0,1
train,4548,0,1
train,4549,0,2
train,4550,0,0
train,4551,0,2
train,4552,0,0
train,4553,0,2
train,4554,0,0
train,4555,0,1
train,4556,0,0
train,4557,0,6
train,4558,0,1
train,4559,0,3
train,4560,0,1
train,4561,0,2
train,4562,0,3
train,4563,0,0
train,4564,0,1
train,4565,0,7
train,4566,0,3
train,4567,0,1
train,4568,0,1
train,4569,0,0
train,4570,0,2
train,4571,0,1
train,4572,0,0
train,4573,0,1
train,4574,0,2
train,4575,0,0
train,4576,0,2
train,4577,0,3
train,4578,0,0
train,4579,0,1
train,4580,0,1
train,4581,0,5
train,4582,0,0
train,4583,0,2
train,4584,0,4
train,4585,0,1
train,4586,0,2
train,4587,0,1
train,4588,0,4
train,4589,0,2
train,4590,0,1
train,4591,0,1
train,4592,0,0
train,4593,0,0
train,4594,0,1
train,4595,0,1
train,4596,0,3
train,4597,0,1
train,4598,0,1
train,4599,0,0
train,4600,0,1
train,4601,0,4
train,4602,0,1
train,4603,0,1
train,4604,0,2
train,4605,0,2
train,4606,0,1
train,4607,0,1
train,4608,0,1
train,4609,0,4
train,4610,0,2
train,4611,0,2
train,4612,0,1
train,4613,0,1
train,4614,0,0
train,4615,0,3
train,4616,0,2
train,4617,0,1
train,4618,0,0
train,4619,0,1
train,4620,0,4
train,4621,0,2
train,4622,0,1
train,4623,0,2
train,4624,0,7
train,4625,0,0
train,4626,0,4
train,4627,0,2
train,4628,0,0
train,4629,0,1
train,4630,0,2
train,4631,0,0
train,4632,0,0
train,4633,0,0
train,4634,0,1
train,4635,0,0
train,4636,0,2
train,4637,0,4
train,4638,0,1
train,4639,0,0
train,4640,0,2
train,4641,0,4
train,4642,0,1
train,4643,0,4
train,4644,0,4
train,4645,0,1
train,4646,0,4
train,4647,0,6
train,4648,0,3
train,4649,0,1
train,4650,0,2
train,4651,0,2
train,4652,0,0
train,4653,0,0
train,4654,0,3
train,4655,0,3
train,4656,0,1
train,4657,0,3
train,4658,0,0
train,4659,0,1
train,4660,0,4
train,4661,0,0
train,4662,0,0
train,4663,0,6
train,4664,0,2
train,4665,0,2
train,4666,0,3
train,4667,0,2
train,4668,0,1
train,4669,0,0
train,4670,0,1
train,4671,0,1
train,4672,0,0
train,4673,0,2
train,4674,0,2
train,4675,0,1
train,4676,0,4
train,4677,0,1
train,4678,0,0
train,4679,0,1
train,4680,0,7
train,4681,0,1
train,4682,0,0
train,4683,0,1
train,4684,0,1
train,4685,0,1
train,4686,0,1
train,4687,0,0
train,4688,0,1
train,4689,0,1
train,4690,0,7
train,4691,0,1
train,4692,0,1
train,4693,0,4
train,4694,0,0
train,4695,0,1
train,4696,0,0
train,4697,0,1
train,4698,0,1
train,4699,0,1
train,4700,0,1
train,4701,0,0
train,4702,0,1
train,4703,0,2
train,4704,0,2
train,4705,0,1
train,4706,0,1
train,4707,0,1
train,4708,0,1
train,4709,0,2
train,4710,0,4
train,4711,0,1
train,4712,0,1
train,4713,0,0
train,4714,0,1
train,4715,0,3
train,4716,0,1
train,4717,0,4
train,4718,0,1
train,4719,0,1
train,4720,0,0
train,4721,0,2
train,4722,0,0
train,4723,0,2
train,4724,0,2
train,4725,0,0
train,4726,0,1
train,4727,0,3
train,4728,0,1
train,4729,0,2
train,4730,0,2
train,4731,0,4
train,4732,0,4
train,4733,0,1
train,4734,0,0
train,4735,0,2
train,4736,0,1
train,4737,0,1
train,4738,0,2
train,4739,0,2
train,4740,0,1
train,4741,0,1
train,4742,0,0
