client_index,quantity_group,writer_id,total_samples,n_classes,train_samples,test_samples,label_histogram
27,large,f0281_47,424,61,339,85,"{""0"": 13, ""1"": 12, ""2"": 12, ""3"": 13, ""4"": 12, ""5"": 12, ""6"": 13, ""7"": 13, ""8"": 13, ""9"": 13, ""10"": 2, ""11"": 2, ""12"": 8, ""13"": 2, ""14"": 1, ""15"": 10, ""16"": 1, ""17"": 1, ""18"": 12, ""19"": 2, ""20"": 1, ""21"": 7, ""22"": 7, ""23"": 4, ""24"": 26, ""25"": 6, ""26"": 1, ""27"": 1, ""28"": 22, ""29"": 28, ""30"": 14, ""31"": 1, ""32"": 3, ""33"": 1, ""34"": 4, ""35"": 1, ""36"": 10, ""37"": 4, ""38"": 1, ""39"": 11, ""40"": 32, ""41"": 1, ""42"": 3, ""43"": 10, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 9, ""48"": 1, ""49"": 12, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 21, ""54"": 1, ""55"": 2, ""56"": 1, ""57"": 1, ""58"": 1, ""60"": 1, ""61"": 1}"
28,large,f0289_10,464,57,371,93,"{""0"": 8, ""1"": 11, ""2"": 11, ""3"": 7, ""4"": 3, ""5"": 2, ""6"": 7, ""7"": 4, ""8"": 8, ""9"": 6, ""10"": 12, ""11"": 4, ""12"": 7, ""13"": 6, ""14"": 2, ""15"": 4, ""17"": 5, ""18"": 6, ""19"": 8, ""20"": 1, ""21"": 7, ""22"": 14, ""23"": 10, ""24"": 39, ""25"": 13, ""27"": 12, ""28"": 23, ""29"": 16, ""30"": 20, ""31"": 5, ""32"": 5, ""34"": 10, ""35"": 1, ""36"": 7, ""37"": 4, ""38"": 1, ""39"": 7, ""40"": 28, ""41"": 1, ""42"": 2, ""43"": 8, ""44"": 1, ""47"": 48, ""48"": 1, ""49"": 17, ""50"": 1, ""51"": 1, ""52"": 3, ""53"": 11, ""54"": 1, ""55"": 19, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
29,large,f0292_16,442,60,354,88,"{""0"": 13, ""1"": 12, ""2"": 13, ""3"": 13, ""4"": 13, ""5"": 13, ""6"": 13, ""7"": 13, ""8"": 12, ""9"": 13, ""10"": 2, ""11"": 2, ""12"": 7, ""13"": 1, ""14"": 1, ""15"": 10, ""16"": 1, ""17"": 1, ""18"": 4, ""19"": 2, ""20"": 1, ""21"": 2, ""22"": 8, ""23"": 3, ""24"": 25, ""25"": 7, ""26"": 1, ""27"": 1, ""28"": 21, ""29"": 5, ""30"": 10, ""31"": 5, ""32"": 3, ""33"": 1, ""34"": 4, ""35"": 1, ""36"": 14, ""37"": 4, ""38"": 1, ""39"": 10, ""40"": 39, ""41"": 1, ""42"": 1, ""43"": 11, ""44"": 2, ""46"": 1, ""47"": 28, ""48"": 1, ""49"": 15, ""50"": 1, ""52"": 4, ""53"": 20, ""54"": 1, ""55"": 25, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
30,large,f0315_31,425,59,340,85,"{""0"": 13, ""1"": 13, ""2"": 12, ""3"": 12, ""4"": 12, ""5"": 13, ""6"": 13, ""7"": 13, ""8"": 12, ""9"": 12, ""10"": 1, ""11"": 1, ""12"": 8, ""13"": 2, ""14"": 1, ""15"": 8, ""16"": 1, ""18"": 6, ""19"": 2, ""20"": 1, ""21"": 1, ""22"": 8, ""23"": 3, ""24"": 24, ""25"": 7, ""27"": 21, ""28"": 22, ""29"": 5, ""30"": 11, ""31"": 3, ""32"": 3, ""33"": 1, ""34"": 4, ""35"": 1, ""36"": 12, ""37"": 4, ""38"": 1, ""39"": 11, ""40"": 34, ""41"": 1, ""42"": 4, ""43"": 10, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 24, ""48"": 1, ""49"": 15, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 25, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1}"
31,large,f0317_44,420,59,336,84,"{""0"": 12, ""1"": 16, ""2"": 13, ""3"": 13, ""4"": 9, ""5"": 12, ""6"": 13, ""7"": 13, ""8"": 12, ""9"": 12, ""10"": 2, ""11"": 2, ""12"": 8, ""13"": 1, ""14"": 1, ""15"": 7, ""16"": 1, ""17"": 1, ""18"": 18, ""19"": 2, ""20"": 1, ""21"": 7, ""22"": 7, ""23"": 5, ""24"": 24, ""25"": 7, ""27"": 3, ""28"": 19, ""29"": 6, ""30"": 11, ""31"": 3, ""32"": 2, ""33"": 1, ""34"": 3, ""35"": 1, ""36"": 14, ""37"": 4, ""38"": 1, ""39"": 10, ""40"": 34, ""42"": 2, ""43"": 7, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 7, ""48"": 1, ""49"": 14, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 16, ""54"": 1, ""55"": 29, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
32,large,f0320_41,426,61,341,85,"{""0"": 13, ""1"": 14, ""2"": 13, ""3"": 13, ""4"": 10, ""5"": 13, ""6"": 12, ""7"": 13, ""8"": 13, ""9"": 12, ""10"": 2, ""11"": 2, ""12"": 8, ""13"": 2, ""14"": 1, ""15"": 9, ""16"": 1, ""17"": 1, ""18"": 11, ""19"": 2, ""20"": 1, ""21"": 1, ""22"": 8, ""23"": 4, ""24"": 21, ""25"": 7, ""26"": 1, ""27"": 1, ""28"": 20, ""29"": 5, ""30"": 10, ""31"": 4, ""32"": 2, ""33"": 1, ""34"": 1, ""35"": 1, ""36"": 13, ""37"": 4, ""38"": 1, ""39"": 11, ""40"": 37, ""41"": 1, ""42"": 3, ""43"": 8, ""44"": 1, ""46"": 1, ""47"": 21, ""48"": 1, ""49"": 15, ""50"": 1, ""51"": 1, ""52"": 3, ""53"": 21, ""54"": 1, ""55"": 23, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
33,large,f0330_09,417,60,334,83,"{""0"": 13, ""1"": 13, ""2"": 10, ""3"": 9, ""4"": 11, ""5"": 9, ""6"": 11, ""7"": 12, ""8"": 11, ""9"": 8, ""10"": 2, ""11"": 1, ""12"": 7, ""13"": 2, ""14"": 1, ""15"": 8, ""16"": 1, ""17"": 1, ""18"": 14, ""19"": 2, ""20"": 1, ""21"": 4, ""22"": 8, ""23"": 2, ""24"": 25, ""25"": 7, ""26"": 1, ""27"": 1, ""28"": 22, ""29"": 5, ""30"": 11, ""31"": 3, ""32"": 3, ""33"": 1, ""34"": 13, ""35"": 1, ""36"": 14, ""37"": 4, ""38"": 1, ""39"": 11, ""40"": 40, ""41"": 1, ""42"": 2, ""43"": 10, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 12, ""48"": 1, ""49"": 16, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 13, ""54"": 1, ""55"": 26, ""56"": 1, ""57"": 1, ""58"": 1, ""61"": 1}"
34,large,f0335_14,427,62,342,85,"{""0"": 13, ""1"": 14, ""2"": 13, ""3"": 13, ""4"": 12, ""5"": 13, ""6"": 13, ""7"": 13, ""8"": 13, ""9"": 13, ""10"": 2, ""11"": 2, ""12"": 13, ""13"": 3, ""14"": 1, ""15"": 10, ""16"": 1, ""17"": 2, ""18"": 15, ""19"": 2, ""20"": 1, ""21"": 2, ""22"": 7, ""23"": 3, ""24"": 26, ""25"": 6, ""26"": 1, ""27"": 2, ""28"": 16, ""29"": 5, ""30"": 11, ""31"": 3, ""32"": 3, ""33"": 1, ""34"": 3, ""35"": 1, ""36"": 14, ""37"": 3, ""38"": 1, ""39"": 10, ""40"": 25, ""41"": 1, ""42"": 3, ""43"": 13, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 16, ""48"": 1, ""49"": 12, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 17, ""54"": 1, ""55"": 25, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
35,large,f0337_24,435,58,348,87,"{""0"": 13, ""1"": 13, ""2"": 13, ""3"": 12, ""4"": 13, ""5"": 13, ""6"": 13, ""7"": 13, ""8"": 13, ""9"": 12, ""10"": 15, ""11"": 2, ""12"": 8, ""13"": 2, ""14"": 2, ""15"": 8, ""16"": 1, ""17"": 1, ""18"": 10, ""19"": 2, ""20"": 1, ""21"": 1, ""22"": 8, ""23"": 18, ""24"": 25, ""25"": 6, ""26"": 1, ""27"": 2, ""28"": 22, ""29"": 11, ""30"": 13, ""31"": 1, ""32"": 3, ""33"": 1, ""34"": 3, ""36"": 1, ""37"": 4, ""38"": 1, ""39"": 11, ""40"": 34, ""41"": 1, ""42"": 4, ""43"": 10, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 23, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""53"": 20, ""54"": 1, ""55"": 19, ""57"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
36,large,f0344_25,427,60,342,85,"{""0"": 13, ""1"": 12, ""2"": 12, ""3"": 13, ""4"": 13, ""5"": 12, ""6"": 13, ""7"": 12, ""8"": 12, ""9"": 13, ""10"": 2, ""11"": 2, ""12"": 7, ""13"": 3, ""14"": 1, ""15"": 10, ""16"": 1, ""17"": 1, ""18"": 16, ""19"": 1, ""20"": 1, ""21"": 2, ""22"": 8, ""23"": 3, ""24"": 24, ""25"": 7, ""26"": 1, ""27"": 1, ""28"": 21, ""29"": 5, ""30"": 9, ""31"": 2, ""32"": 5, ""33"": 1, ""34"": 4, ""36"": 14, ""37"": 4, ""38"": 1, ""39"": 11, ""40"": 33, ""41"": 1, ""42"": 3, ""43"": 10, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 14, ""48"": 1, ""49"": 15, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 20, ""54"": 1, ""55"": 24, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""61"": 1}"
37,large,f0360_15,420,61,336,84,"{""0"": 13, ""1"": 13, ""2"": 12, ""3"": 13, ""4"": 13, ""5"": 13, ""6"": 12, ""7"": 13, ""8"": 12, ""9"": 13, ""10"": 5, ""11"": 2, ""12"": 10, ""13"": 7, ""14"": 1, ""15"": 9, ""16"": 1, ""17"": 2, ""18"": 12, ""19"": 3, ""21"": 10, ""22"": 8, ""23"": 17, ""24"": 23, ""25"": 7, ""26"": 1, ""27"": 17, ""28"": 19, ""29"": 27, ""30"": 11, ""31"": 3, ""32"": 2, ""33"": 1, ""34"": 3, ""35"": 1, ""36"": 9, ""37"": 4, ""38"": 1, ""39"": 6, ""40"": 29, ""41"": 1, ""42"": 3, ""43"": 8, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 12, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 1, ""54"": 1, ""55"": 1, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
38,large,f0379_10,418,59,334,84,"{""0"": 12, ""1"": 12, ""2"": 12, ""3"": 12, ""4"": 13, ""5"": 12, ""6"": 13, ""7"": 13, ""8"": 13, ""9"": 12, ""10"": 2, ""11"": 2, ""12"": 7, ""13"": 2, ""14"": 1, ""15"": 6, ""16"": 1, ""17"": 1, ""18"": 16, ""19"": 2, ""20"": 1, ""21"": 2, ""22"": 8, ""23"": 1, ""24"": 21, ""25"": 6, ""26"": 1, ""28"": 19, ""29"": 4, ""30"": 11, ""31"": 3, ""32"": 3, ""33"": 1, ""34"": 3, ""35"": 1, ""36"": 13, ""37"": 4, ""38"": 1, ""39"": 10, ""40"": 36, ""41"": 1, ""42"": 2, ""43"": 10, ""44"": 1, ""45"": 1, ""47"": 21, ""49"": 16, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 19, ""54"": 1, ""55"": 23, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
39,large,f0395_15,422,61,338,84,"{""0"": 13, ""1"": 13, ""2"": 13, ""3"": 13, ""4"": 12, ""5"": 12, ""6"": 12, ""7"": 13, ""8"": 13, ""9"": 13, ""10"": 2, ""11"": 2, ""12"": 8, ""13"": 2, ""14"": 1, ""15"": 11, ""16"": 1, ""17"": 1, ""18"": 13, ""19"": 2, ""20"": 1, ""21"": 2, ""22"": 8, ""23"": 3, ""24"": 26, ""25"": 7, ""26"": 1, ""27"": 1, ""28"": 22, ""29"": 5, ""30"": 11, ""31"": 2, ""32"": 3, ""33"": 1, ""34"": 4, ""35"": 1, ""36"": 13, ""37"": 4, ""38"": 1, ""39"": 11, ""40"": 22, ""41"": 1, ""42"": 3, ""43"": 10, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 13, ""48"": 1, ""49"": 15, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 23, ""54"": 1, ""55"": 24, ""56"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
40,small,f0416_07,95,34,76,19,"{""0"": 7, ""1"": 8, ""2"": 6, ""3"": 6, ""4"": 3, ""5"": 4, ""6"": 7, ""7"": 9, ""8"": 4, ""9"": 6, ""12"": 1, ""13"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""18"": 1, ""20"": 1, ""21"": 1, ""23"": 1, ""24"": 4, ""33"": 1, ""36"": 1, ""37"": 1, ""39"": 4, ""40"": 2, ""42"": 1, ""43"": 1, ""47"": 5, ""48"": 1, ""52"": 1, ""53"": 1, ""54"": 1, ""55"": 1, ""60"": 1}"
41,large,f0443_21,417,59,334,83,"{""0"": 13, ""1"": 12, ""2"": 12, ""3"": 13, ""4"": 12, ""5"": 12, ""6"": 11, ""7"": 11, ""8"": 12, ""9"": 12, ""10"": 1, ""11"": 2, ""12"": 8, ""13"": 1, ""14"": 1, ""15"": 8, ""16"": 1, ""17"": 1, ""18"": 7, ""19"": 5, ""20"": 1, ""21"": 2, ""22"": 8, ""23"": 3, ""24"": 26, ""25"": 7, ""26"": 1, ""27"": 1, ""28"": 21, ""29"": 4, ""30"": 11, ""31"": 3, ""32"": 3, ""33"": 1, ""34"": 4, ""35"": 1, ""36"": 12, ""37"": 3, ""38"": 1, ""39"": 11, ""40"": 39, ""41"": 1, ""42"": 3, ""43"": 9, ""44"": 1, ""46"": 1, ""47"": 11, ""48"": 1, ""49"": 16, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 21, ""54"": 1, ""55"": 26, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1}"
42,large,f0451_44,419,62,335,84,"{""0"": 11, ""1"": 11, ""2"": 12, ""3"": 12, ""4"": 12, ""5"": 10, ""6"": 11, ""7"": 12, ""8"": 11, ""9"": 11, ""10"": 2, ""11"": 2, ""12"": 8, ""13"": 2, ""14"": 1, ""15"": 10, ""16"": 1, ""17"": 1, ""18"": 13, ""19"": 2, ""20"": 1, ""21"": 2, ""22"": 8, ""23"": 3, ""24"": 26, ""25"": 7, ""26"": 1, ""27"": 1, ""28"": 22, ""29"": 5, ""30"": 11, ""31"": 3, ""32"": 3, ""33"": 1, ""34"": 4, ""35"": 1, ""36"": 14, ""37"": 4, ""38"": 1, ""39"": 11, ""40"": 39, ""41"": 1, ""42"": 3, ""43"": 10, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 9, ""48"": 1, ""49"": 14, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 18, ""54"": 1, ""55"": 26, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
43,large,f0465_42,420,60,336,84,"{""0"": 12, ""1"": 12, ""2"": 11, ""3"": 12, ""4"": 13, ""5"": 10, ""6"": 9, ""7"": 11, ""8"": 12, ""9"": 11, ""10"": 2, ""11"": 2, ""12"": 7, ""13"": 2, ""14"": 1, ""15"": 10, ""16"": 1, ""17"": 1, ""18"": 9, ""19"": 2, ""20"": 1, ""21"": 2, ""22"": 8, ""23"": 4, ""24"": 26, ""25"": 7, ""26"": 1, ""27"": 1, ""28"": 21, ""29"": 5, ""30"": 11, ""31"": 3, ""32"": 3, ""33"": 1, ""34"": 3, ""35"": 1, ""36"": 14, ""37"": 4, ""39"": 10, ""40"": 37, ""41"": 1, ""42"": 2, ""43"": 10, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 22, ""49"": 14, ""50"": 1, ""51"": 1, ""52"": 3, ""53"": 20, ""54"": 1, ""55"": 23, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
44,large,f0495_04,419,60,335,84,"{""0"": 13, ""1"": 11, ""2"": 13, ""3"": 12, ""4"": 13, ""5"": 10, ""6"": 11, ""7"": 13, ""8"": 13, ""9"": 13, ""10"": 3, ""11"": 2, ""12"": 9, ""13"": 2, ""14"": 3, ""15"": 8, ""16"": 1, ""17"": 1, ""18"": 10, ""19"": 2, ""20"": 1, ""21"": 2, ""22"": 8, ""23"": 4, ""24"": 25, ""25"": 8, ""26"": 1, ""27"": 3, ""28"": 21, ""29"": 4, ""30"": 12, ""31"": 1, ""32"": 3, ""34"": 4, ""35"": 1, ""36"": 13, ""37"": 4, ""38"": 1, ""39"": 9, ""40"": 28, ""41"": 1, ""42"": 3, ""43"": 8, ""44"": 1, ""46"": 1, ""47"": 24, ""48"": 1, ""49"": 15, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 15, ""54"": 1, ""55"": 23, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
45,large,f0644_19,436,61,349,87,"{""0"": 13, ""1"": 11, ""2"": 13, ""3"": 13, ""4"": 13, ""5"": 13, ""6"": 13, ""7"": 13, ""8"": 12, ""9"": 12, ""10"": 2, ""11"": 2, ""12"": 10, ""13"": 2, ""14"": 1, ""15"": 10, ""16"": 1, ""18"": 10, ""19"": 2, ""20"": 1, ""21"": 1, ""22"": 8, ""23"": 3, ""24"": 26, ""25"": 7, ""26"": 1, ""27"": 2, ""28"": 22, ""29"": 1, ""30"": 11, ""31"": 3, ""32"": 3, ""33"": 1, ""34"": 4, ""35"": 1, ""36"": 13, ""37"": 3, ""38"": 1, ""39"": 10, ""40"": 37, ""41"": 1, ""42"": 3, ""43"": 9, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 25, ""48"": 1, ""49"": 15, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 18, ""54"": 1, ""55"": 25, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
46,large,f0743_31,425,58,340,85,"{""0"": 13, ""1"": 13, ""2"": 13, ""3"": 13, ""4"": 13, ""5"": 13, ""6"": 12, ""7"": 13, ""8"": 12, ""9"": 13, ""10"": 14, ""11"": 4, ""12"": 8, ""13"": 11, ""14"": 7, ""15"": 10, ""16"": 1, ""17"": 7, ""18"": 17, ""19"": 2, ""21"": 4, ""22"": 8, ""23"": 10, ""24"": 27, ""25"": 7, ""26"": 1, ""27"": 19, ""28"": 22, ""29"": 24, ""30"": 10, ""31"": 3, ""32"": 3, ""34"": 3, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""39"": 1, ""40"": 30, ""41"": 1, ""42"": 1, ""43"": 10, ""44"": 2, ""47"": 7, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""52"": 1, ""53"": 2, ""54"": 1, ""55"": 5, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
47,small,f0825_23,21,16,17,4,"{""0"": 1, ""1"": 2, ""3"": 1, ""4"": 1, ""6"": 4, ""7"": 1, ""8"": 1, ""12"": 1, ""15"": 1, ""18"": 2, ""21"": 1, ""24"": 1, ""30"": 1, ""32"": 1, ""47"": 1, ""53"": 1}"
48,large,f0863_41,422,60,338,84,"{""0"": 13, ""1"": 13, ""2"": 13, ""3"": 13, ""4"": 13, ""5"": 13, ""6"": 13, ""7"": 12, ""8"": 13, ""9"": 13, ""10"": 2, ""11"": 2, ""12"": 8, ""13"": 2, ""14"": 1, ""15"": 10, ""16"": 1, ""17"": 1, ""18"": 12, ""19"": 2, ""20"": 1, ""21"": 3, ""22"": 8, ""23"": 8, ""24"": 25, ""25"": 7, ""27"": 1, ""28"": 21, ""29"": 5, ""30"": 11, ""31"": 2, ""32"": 3, ""33"": 1, ""34"": 3, ""35"": 1, ""36"": 12, ""37"": 4, ""38"": 1, ""39"": 11, ""40"": 39, ""41"": 1, ""42"": 2, ""43"": 10, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 8, ""49"": 9, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 20, ""54"": 1, ""55"": 21, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
49,large,f0996_01,419,61,335,84,"{""0"": 13, ""1"": 11, ""2"": 13, ""3"": 13, ""4"": 13, ""5"": 11, ""6"": 10, ""7"": 13, ""8"": 8, ""9"": 10, ""10"": 2, ""11"": 2, ""12"": 8, ""13"": 3, ""14"": 1, ""15"": 10, ""16"": 1, ""17"": 1, ""18"": 8, ""19"": 2, ""20"": 1, ""21"": 2, ""22"": 8, ""23"": 3, ""24"": 26, ""25"": 6, ""26"": 1, ""27"": 1, ""28"": 22, ""29"": 4, ""30"": 11, ""31"": 3, ""32"": 3, ""33"": 1, ""34"": 4, ""35"": 1, ""36"": 14, ""37"": 4, ""38"": 1, ""39"": 11, ""40"": 39, ""41"": 1, ""42"": 3, ""43"": 10, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 11, ""48"": 1, ""49"": 15, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 20, ""54"": 1, ""55"": 26, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
50,small,f1006_19,86,34,69,17,"{""0"": 5, ""1"": 8, ""2"": 6, ""3"": 8, ""4"": 5, ""5"": 3, ""6"": 5, ""7"": 5, ""8"": 5, ""9"": 2, ""10"": 1, ""15"": 1, ""16"": 1, ""18"": 1, ""21"": 1, ""24"": 5, ""27"": 1, ""31"": 1, ""33"": 1, ""36"": 2, ""37"": 1, ""39"": 3, ""40"": 1, ""42"": 1, ""43"": 1, ""44"": 1, ""46"": 1, ""49"": 2, ""50"": 1, ""51"": 1, ""53"": 2, ""54"": 1, ""55"": 2, ""57"": 1}"
51,small,f1016_36,98,32,78,20,"{""0"": 5, ""1"": 5, ""2"": 10, ""3"": 6, ""4"": 9, ""5"": 6, ""6"": 10, ""7"": 7, ""8"": 6, ""9"": 6, ""11"": 1, ""13"": 1, ""14"": 1, ""18"": 1, ""21"": 1, ""24"": 1, ""28"": 1, ""29"": 1, ""30"": 1, ""32"": 2, ""35"": 1, ""36"": 1, ""37"": 1, ""39"": 2, ""40"": 4, ""42"": 1, ""43"": 1, ""48"": 1, ""49"": 1, ""51"": 1, ""53"": 1, ""55"": 2}"
52,small,f1110_03,76,22,61,15,"{""10"": 1, ""11"": 1, ""12"": 3, ""15"": 3, ""18"": 6, ""21"": 1, ""22"": 1, ""23"": 1, ""24"": 9, ""28"": 8, ""29"": 2, ""30"": 4, ""32"": 1, ""34"": 1, ""36"": 2, ""37"": 2, ""39"": 3, ""43"": 5, ""47"": 3, ""49"": 8, ""53"": 5, ""55"": 6}"
53,small,f1209_31,79,46,63,16,"{""0"": 1, ""1"": 1, ""2"": 3, ""3"": 5, ""4"": 1, ""6"": 3, ""7"": 3, ""8"": 1, ""9"": 6, ""12"": 1, ""14"": 1, ""15"": 1, ""16"": 1, ""17"": 1, ""21"": 1, ""22"": 3, ""23"": 3, ""24"": 3, ""25"": 1, ""27"": 1, ""28"": 1, ""30"": 2, ""31"": 1, ""32"": 2, ""33"": 1, ""36"": 1, ""37"": 1, ""39"": 1, ""40"": 5, ""41"": 1, ""42"": 2, ""43"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""50"": 1, ""51"": 1, ""53"": 5, ""54"": 1, ""55"": 2, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
54,small,f1280_21,99,34,79,20,"{""0"": 10, ""1"": 7, ""2"": 7, ""3"": 7, ""4"": 6, ""5"": 7, ""6"": 6, ""7"": 7, ""8"": 6, ""9"": 6, ""14"": 1, ""16"": 1, ""18"": 1, ""23"": 2, ""26"": 1, ""28"": 2, ""30"": 2, ""31"": 1, ""32"": 1, ""35"": 1, ""36"": 1, ""37"": 1, ""38"": 1, ""40"": 1, ""42"": 1, ""47"": 2, ""49"": 1, ""50"": 1, ""52"": 1, ""53"": 3, ""54"": 1, ""55"": 1, ""57"": 1, ""61"": 1}"
55,large,f1301_47,435,60,348,87,"{""0"": 13, ""1"": 13, ""2"": 13, ""3"": 11, ""4"": 13, ""5"": 12, ""6"": 13, ""7"": 13, ""8"": 12, ""9"": 11, ""10"": 12, ""11"": 4, ""12"": 12, ""13"": 7, ""14"": 1, ""15"": 8, ""16"": 1, ""17"": 1, ""18"": 8, ""19"": 2, ""20"": 1, ""21"": 5, ""22"": 10, ""23"": 10, ""24"": 31, ""25"": 6, ""26"": 1, ""27"": 1, ""28"": 24, ""29"": 15, ""30"": 14, ""31"": 2, ""32"": 3, ""33"": 1, ""34"": 3, ""35"": 1, ""36"": 9, ""37"": 3, ""38"": 1, ""39"": 9, ""40"": 33, ""41"": 1, ""42"": 3, ""43"": 7, ""44"": 1, ""46"": 1, ""47"": 6, ""48"": 1, ""49"": 13, ""50"": 1, ""52"": 2, ""53"": 9, ""54"": 1, ""55"": 20, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
56,small,f1348_27,95,28,76,19,"{""0"": 10, ""1"": 11, ""2"": 7, ""3"": 5, ""4"": 10, ""5"": 7, ""6"": 6, ""7"": 10, ""8"": 1, ""9"": 4, ""10"": 1, ""15"": 1, ""18"": 1, ""23"": 2, ""24"": 3, ""28"": 2, ""29"": 1, ""30"": 2, ""37"": 1, ""39"": 2, ""40"": 1, ""43"": 1, ""44"": 1, ""47"": 1, ""54"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
57,large,f1369_36,422,62,338,84,"{""0"": 13, ""1"": 11, ""2"": 13, ""3"": 13, ""4"": 12, ""5"": 12, ""6"": 13, ""7"": 13, ""8"": 13, ""9"": 13, ""10"": 2, ""11"": 2, ""12"": 8, ""13"": 2, ""14"": 1, ""15"": 10, ""16"": 1, ""17"": 1, ""18"": 14, ""19"": 2, ""20"": 1, ""21"": 2, ""22"": 8, ""23"": 2, ""24"": 26, ""25"": 6, ""26"": 1, ""27"": 1, ""28"": 15, ""29"": 5, ""30"": 11, ""31"": 3, ""32"": 3, ""33"": 1, ""34"": 4, ""35"": 1, ""36"": 13, ""37"": 4, ""38"": 1, ""39"": 11, ""40"": 35, ""41"": 1, ""42"": 3, ""43"": 10, ""44"": 1, ""45"": 1, ""46"": 1, ""47"": 7, ""48"": 1, ""49"": 16, ""50"": 1, ""51"": 1, ""52"": 2, ""53"": 21, ""54"": 1, ""55"": 26, ""56"": 1, ""57"": 1, ""58"": 1, ""59"": 1, ""60"": 1, ""61"": 1}"
